Type,Interactions,Allergies,Review,Use,Drug,Indication,AvoidUse,Sides,Condition
 rx,"Drug interactions  may change how your medications work or increase your risk for serious side effects. This document does not contain all possible  drug interactions . Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",DOCOSAHEXANOIC ACID (DHA)  FISH CONTAINING PRODUCTS   DOCUSATE   IRON COMPLEX  IRON ANALOGUES  FOLIC ACID CONTAINING DRUGS  GLUCOSAMINE ANALOGUES  ASCORBIC ACID (VITAMIN C)  ZINC OXIDE  ZINC  COBALT  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN D ANALOGUE  MAGNESIUM OXIDE  MAGNESIUM  COBALAMIN AND DERIVATIVES  VITAMIN E ANALOGUES,Be the first to review it,"This  medication  is a multivitamin, mineral, and fatty acid product used to treat or prevent vitamin deficiency before, during, and after  pregnancy .  Vitamins , minerals, and fatty acids are important building blocks of the body and help keep you in good health.",Folet One oral, offlabel,"Leber's Hereditary Optic Atrophy, Atrophic Gastritis, Diverticular Disease, Operation to Remove Stomach, Arteriosclerosis with Occlusion of the Arteries, Ulcer from Stomach Acid, Appendicitis, Ulcerated Colon, Inflammation of the Lining of the Stomach and Intestines, Stomach or Intestine Blockage, Kidney Stone, Kidney Disease, Several Blood Transfusions, Unable to Control Bowel Movement, Diarrhea, sarcoidosis, Diabetes, High Amount of Oxalic Acid in the Urine, Anemia from Pyruvate Kinase and G6PD Deficiencies, Iron Metabolism Disorder causing Increased Iron Storage, Increased Bodily Iron from High Red Blood Cell Destruction, High Amount of Phosphate in the Blood, High Amount of Calcium in the Blood, Low Amount of Potassium in the Blood, Excessive Amount of Vitamin D in the Body, Sickle Cell Anemia, Hemolytic Anemia","Constipation ,  diarrhea , or  upset stomach  may occur. These effects are usually temporary and may disappear as your body adjusts to this medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Prevention of Fetal Neural Tube Defects when Pregnant
 rx,"Drug interactions  may change how your medications work or increase your risk for serious side effects. This document does not contain all possible  drug interactions . Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",DOCOSAHEXANOIC ACID (DHA)  FISH CONTAINING PRODUCTS   IRON COMPLEX  IRON ANALOGUES  FOLIC ACID CONTAINING DRUGS  ASCORBIC ACID (VITAMIN C)  CALCIUM PHOSPHATE  CALCIUM  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN E ANALOGUES,Be the first to review it,"This  medication  is a multivitamin, mineral, and fatty acid product used to treat or prevent vitamin deficiency before, during, and after  pregnancy .  Vitamins , minerals, and fatty acids are important building blocks of the body and help keep you in good health.",Calcium PNV oral, offlabel,"Diverticular Disease, Ulcer from Stomach Acid, Ulcerated Colon, Inflammation of the Lining of the Stomach and Intestines, Several Blood Transfusions, Diabetes, High Amount of Oxalic Acid in the Urine, Anemia from Pyruvate Kinase and G6PD Deficiencies, Iron Metabolism Disorder causing Increased Iron Storage, Increased Bodily Iron from High Red Blood Cell Destruction, Sickle Cell Anemia, Hemolytic Anemia","Constipation ,  diarrhea , or  upset stomach  may occur. These effects are usually temporary and may disappear as your body adjusts to this medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Prevention of Fetal Neural Tube Defects when Pregnant
 rx,"Your doctor or pharmacist may already be aware of any possible  drug interactions  and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with them first.",IRON COMPLEX  IRON ANALOGUES  FOLIC ACID CONTAINING DRUGS  ASCORBIC ACID (VITAMIN C)  IODINE CONTAINING MULTIVITAMIN  POTASSIUM  CALCIUM  NIACIN PREPARATIONS  NICOTINAMIDE ANALOGUES  ZINC OXIDE  RIBOFLAVIN (VITAMIN B-2)  ZINC  COBALT  VITAMIN A ANALOGUES  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN B1 PREPARATIONS - THIAMINE  VITAMIN D ANALOGUE  CALCIUM CARBONATE  COBALAMIN AND DERIVATIVES  VITAMIN E ANALOGUES,Be the first to review it,"This  medication  is a multivitamin and iron product used to treat or prevent vitamin deficiency due to poor diet, certain illnesses, or during  pregnancy .  Vitamins  and iron are important building blocks of the body and help keep you in good health.",PreTAB oral, offlabel,"Leber's Hereditary Optic Atrophy, Atrophic Gastritis, Diverticular Disease, Operation to Remove Stomach, Ulcer from Stomach Acid, Ulcerated Colon, Inflammation of the Lining of the Stomach and Intestines, Liver Problems, Malabsorption, Several Blood Transfusions, High Amount of Oxalic Acid in the Urine, Anemia from Pyruvate Kinase and G6PD Deficiencies, Iron Metabolism Disorder causing Increased Iron Storage, Increased Bodily Iron from High Red Blood Cell Destruction, Low Amount of Potassium in the Blood, Excessive Amount of Vitamin A in the Body, Sickle Cell Anemia, Hemolytic Anemia, Decreased Blood-Clotting from Low Vitamin K, Blood Clotting Disorder","Constipation ,  diarrhea , or  upset stomach  may occur. These effects are usually temporary and may disappear as your body adjusts to this medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Prevention of Fetal Neural Tube Defects when Pregnant
 rx,"Your doctor or pharmacist may already be aware of any possible  drug interactions  and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with them first.",IRON COMPLEX  IRON ANALOGUES  FOLIC ACID CONTAINING DRUGS  ASCORBIC ACID (VITAMIN C)  IODINE CONTAINING MULTIVITAMIN  POTASSIUM  CALCIUM  NIACIN PREPARATIONS  NICOTINAMIDE ANALOGUES  BIOTIN  ZINC OXIDE  COPPER  RIBOFLAVIN (VITAMIN B-2)  ZINC  COBALT  VITAMIN A ANALOGUES  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN B1 PREPARATIONS - THIAMINE  VITAMIN D ANALOGUE  MAGNESIUM OXIDE  MAGNESIUM  COBALAMIN AND DERIVATIVES  VITAMIN E ANALOGUES,Be the first to review it,"This  medication  is a multivitamin and iron product used to treat or prevent vitamin deficiency due to poor diet, certain illnesses, or during  pregnancy .  Vitamins  and iron are important building blocks of the body and help keep you in good health.",Prenate Elite (iron asparto glycinate) oral, offlabel,"Leber's Hereditary Optic Atrophy, Atrophic Gastritis, Diverticular Disease, Operation to Remove Stomach, Arteriosclerosis with Occlusion of the Arteries, Ulcer from Stomach Acid, Ulcerated Colon, Inflammation of the Lining of the Stomach and Intestines, Liver Problems, Malabsorption, Kidney Stone, Kidney Disease, Several Blood Transfusions, Diarrhea, sarcoidosis, High Amount of Oxalic Acid in the Urine, Anemia from Pyruvate Kinase and G6PD Deficiencies, Iron Metabolism Disorder causing Increased Iron Storage, Increased Bodily Iron from High Red Blood Cell Destruction, High Amount of Phosphate in the Blood, High Amount of Calcium in the Blood, Low Amount of Potassium in the Blood, Excessive Amount of Vitamin A in the Body, Excessive Amount of Vitamin D in the Body, Sickle Cell Anemia, Hemolytic Anemia, Decreased Blood-Clotting from Low Vitamin K, Blood Clotting Disorder","Constipation ,  diarrhea , or  upset stomach  may occur. These effects are usually temporary and may disappear as your body adjusts to this medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Prevention of Fetal Neural Tube Defects when Pregnant
 rx,"Your doctor or pharmacist may already be aware of any possible  drug interactions  and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with them first.",IRON COMPLEX  IRON ANALOGUES  FOLIC ACID CONTAINING DRUGS  ASCORBIC ACID (VITAMIN C)  IODINE CONTAINING MULTIVITAMIN  POTASSIUM  CALCIUM  NIACIN PREPARATIONS  NICOTINAMIDE ANALOGUES  BIOTIN  ZINC OXIDE  COPPER  RIBOFLAVIN (VITAMIN B-2)  ZINC  COBALT  VITAMIN A ANALOGUES  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN B1 PREPARATIONS - THIAMINE  VITAMIN D ANALOGUE  PANTHENOL ANALOGUES  MAGNESIUM OXIDE  MAGNESIUM  COBALAMIN AND DERIVATIVES,Be the first to review it,"This  medication  is a multivitamin and iron product used to treat or prevent vitamin deficiency due to poor diet, certain illnesses, or during  pregnancy .  Vitamins  and iron are important building blocks of the body and help keep you in good health.",Prenate Star oral, offlabel,"Leber's Hereditary Optic Atrophy, Atrophic Gastritis, Diverticular Disease, Operation to Remove Stomach, Arteriosclerosis with Occlusion of the Arteries, Ulcer from Stomach Acid, Ulcerated Colon, Inflammation of the Lining of the Stomach and Intestines, Liver Problems, Malabsorption, Kidney Stone, Kidney Disease, Several Blood Transfusions, Diarrhea, sarcoidosis, High Amount of Oxalic Acid in the Urine, Anemia from Pyruvate Kinase and G6PD Deficiencies, Iron Metabolism Disorder causing Increased Iron Storage, Increased Bodily Iron from High Red Blood Cell Destruction, High Amount of Phosphate in the Blood, High Amount of Calcium in the Blood, Low Amount of Potassium in the Blood, Excessive Amount of Vitamin A in the Body, Excessive Amount of Vitamin D in the Body, Sickle Cell Anemia, Hemolytic Anemia","Constipation ,  diarrhea , or  upset stomach  may occur. These effects are usually temporary and may disappear as your body adjusts to this medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Prevention of Fetal Neural Tube Defects when Pregnant
 rx,"Your doctor or pharmacist may already be aware of any possible  drug interactions  and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with them first.",IRON COMPLEX  IRON ANALOGUES  FOLIC ACID CONTAINING DRUGS  ASCORBIC ACID (VITAMIN C)  IODINE CONTAINING MULTIVITAMIN  POTASSIUM  CALCIUM  NIACIN PREPARATIONS  NICOTINAMIDE ANALOGUES  CHOLINE ANALOGUES  ZINC OXIDE  RIBOFLAVIN (VITAMIN B-2)  ZINC  COBALT  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN B1 PREPARATIONS - THIAMINE  VITAMIN D ANALOGUE  CALCIUM CARBONATE  COBALAMIN AND DERIVATIVES  VITAMIN E ANALOGUES,Be the first to review it,"This  medication  is a multivitamin and iron product used to treat or prevent vitamin deficiency due to poor diet, certain illnesses, or during  pregnancy .  Vitamins  and iron are important building blocks of the body and help keep you in good health.",NewGen oral, offlabel,"Leber's Hereditary Optic Atrophy, Atrophic Gastritis, Diverticular Disease, Operation to Remove Stomach, Ulcer from Stomach Acid, Ulcerated Colon, Inflammation of the Lining of the Stomach and Intestines, Several Blood Transfusions, High Amount of Oxalic Acid in the Urine, Anemia from Pyruvate Kinase and G6PD Deficiencies, Iron Metabolism Disorder causing Increased Iron Storage, Increased Bodily Iron from High Red Blood Cell Destruction, Low Amount of Potassium in the Blood, Sickle Cell Anemia, Hemolytic Anemia, Decreased Blood-Clotting from Low Vitamin K, Blood Clotting Disorder","Constipation ,  diarrhea , or  upset stomach  may occur. These effects are usually temporary and may disappear as your body adjusts to this medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Prevention of Fetal Neural Tube Defects when Pregnant
 rx,"Drug interactions  may change how your medications work or increase your risk for serious side effects. This document does not contain all possible  drug interactions . Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",DOCOSAHEXANOIC ACID (DHA)  FISH CONTAINING PRODUCTS   IRON COMPLEX  IRON ANALOGUES  FOLIC ACID CONTAINING DRUGS  ASCORBIC ACID (VITAMIN C)  CALCIUM  COBALT  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN D ANALOGUE  MAGNESIUM OXIDE  MAGNESIUM  COBALAMIN AND DERIVATIVES  VITAMIN E ANALOGUES,Be the first to review it,"This  medication  is a multivitamin, mineral, and fatty acid product used to treat or prevent vitamin deficiency before, during, and after  pregnancy .  Vitamins , minerals, and fatty acids are important building blocks of the body and help keep you in good health.",prenatal vit#78-iron asparto glycinat-folic acid #1-dha oral, offlabel,"Leber's Hereditary Optic Atrophy, Atrophic Gastritis, Diverticular Disease, Operation to Remove Stomach, Arteriosclerosis with Occlusion of the Arteries, Ulcer from Stomach Acid, Ulcerated Colon, Inflammation of the Lining of the Stomach and Intestines, Kidney Stone, Kidney Disease, Several Blood Transfusions, Diarrhea, sarcoidosis, Diabetes, High Amount of Oxalic Acid in the Urine, Anemia from Pyruvate Kinase and G6PD Deficiencies, Iron Metabolism Disorder causing Increased Iron Storage, Increased Bodily Iron from High Red Blood Cell Destruction, High Amount of Phosphate in the Blood, High Amount of Calcium in the Blood, Low Amount of Potassium in the Blood, Excessive Amount of Vitamin D in the Body, Sickle Cell Anemia, Hemolytic Anemia, Decreased Blood-Clotting from Low Vitamin K, Blood Clotting Disorder","Constipation ,  diarrhea , or  upset stomach  may occur. These effects are usually temporary and may disappear as your body adjusts to this medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Prevention of Fetal Neural Tube Defects when Pregnant
 rx,"Drug interactions  may change how your medications work or increase your risk for serious side effects. This document does not contain all possible  drug interactions . Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",DOCOSAHEXANOIC ACID (DHA)  FISH CONTAINING PRODUCTS   DOCUSATE  FOLIC ACID CONTAINING DRUGS   IRON COMPLEX  IRON ANALOGUES  ASCORBIC ACID (VITAMIN C)  IODINE CONTAINING MULTIVITAMIN  POTASSIUM  CALCIUM  NIACIN PREPARATIONS  NICOTINAMIDE ANALOGUES  ZINC OXIDE  COPPER  RIBOFLAVIN (VITAMIN B-2)  CALCIUM CITRATE  ZINC  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN B1 PREPARATIONS - THIAMINE  VITAMIN D ANALOGUE  VITAMIN E ANALOGUES,Be the first to review it,"This  medication  is a multivitamin, mineral, and fatty acid product used to treat or prevent vitamin deficiency before, during, and after  pregnancy .  Vitamins , minerals, and fatty acids are important building blocks of the body and help keep you in good health.",CitraNatal DHA (algal oil) oral, offlabel,"Diverticular Disease, Arteriosclerosis with Occlusion of the Arteries, Ulcer from Stomach Acid, Appendicitis, Ulcerated Colon, Inflammation of the Lining of the Stomach and Intestines, Stomach or Intestine Blockage, Incomplete or Infrequent Bowel Movements, Kidney Stone, Kidney Disease, Several Blood Transfusions, Unable to Control Bowel Movement, sarcoidosis, Diabetes, Increased Activity of the Parathyroid Gland, High Amount of Oxalic Acid in the Urine, Anemia from Pyruvate Kinase and G6PD Deficiencies, Iron Metabolism Disorder causing Increased Iron Storage, Increased Bodily Iron from High Red Blood Cell Destruction, High Amount of Phosphate in the Blood, High Amount of Calcium in Urine, High Amount of Calcium in the Blood, Extreme Loss of Body Water, Excessive Amount of Vitamin D in the Body, Sickle Cell Anemia, Hemolytic Anemia, Decreased Blood-Clotting from Low Vitamin K, Blood Clotting Disorder","Constipation ,  diarrhea , or  upset stomach  may occur. These effects are usually temporary and may disappear as your body adjusts to this medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Prevention of Fetal Neural Tube Defects when Pregnant
 rx,"Drug interactions  may change how your medications work or increase your risk for serious side effects. This document does not contain all possible  drug interactions . Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",DOCOSAHEXANOIC ACID (DHA)  FISH CONTAINING PRODUCTS   IRON COMPLEX  IRON ANALOGUES  FOLIC ACID CONTAINING DRUGS  ASCORBIC ACID (VITAMIN C)  CALCIUM  COBALT  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN D ANALOGUE  MAGNESIUM OXIDE  MAGNESIUM  COBALAMIN AND DERIVATIVES  VITAMIN E ANALOGUES,Be the first to review it,"This  medication  is a multivitamin, mineral, and fatty acid product used to treat or prevent vitamin deficiency before, during, and after  pregnancy .  Vitamins , minerals, and fatty acids are important building blocks of the body and help keep you in good health.",Prenate DHA (ferrous asparto glycinate) oral, offlabel,"Leber's Hereditary Optic Atrophy, Atrophic Gastritis, Diverticular Disease, Operation to Remove Stomach, Arteriosclerosis with Occlusion of the Arteries, Ulcer from Stomach Acid, Ulcerated Colon, Inflammation of the Lining of the Stomach and Intestines, Kidney Stone, Kidney Disease, Several Blood Transfusions, Diarrhea, sarcoidosis, Diabetes, High Amount of Oxalic Acid in the Urine, Anemia from Pyruvate Kinase and G6PD Deficiencies, Iron Metabolism Disorder causing Increased Iron Storage, Increased Bodily Iron from High Red Blood Cell Destruction, High Amount of Phosphate in the Blood, High Amount of Calcium in the Blood, Low Amount of Potassium in the Blood, Excessive Amount of Vitamin D in the Body, Sickle Cell Anemia, Hemolytic Anemia, Decreased Blood-Clotting from Low Vitamin K, Blood Clotting Disorder","Constipation ,  diarrhea , or  upset stomach  may occur. These effects are usually temporary and may disappear as your body adjusts to this medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Prevention of Fetal Neural Tube Defects when Pregnant
 rx,"Your doctor or pharmacist may already be aware of any possible  drug interactions  and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with them first.",FOLIC ACID CONTAINING DRUGS   IRON COMPLEX  IRON ANALOGUES  ASCORBIC ACID (VITAMIN C)  NIACIN PREPARATIONS  NICOTINAMIDE ANALOGUES  ZINC OXIDE  RIBOFLAVIN (VITAMIN B-2)  ZINC  COBALT  VITAMIN A ANALOGUES  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN B1 PREPARATIONS - THIAMINE  VITAMIN D ANALOGUE  MAGNESIUM OXIDE  MAGNESIUM  COBALAMIN AND DERIVATIVES  VITAMIN E ANALOGUES,Be the first to review it,"This  medication  is a multivitamin and iron product used to treat or prevent vitamin deficiency due to poor diet, certain illnesses, or during  pregnancy .  Vitamins  and iron are important building blocks of the body and help keep you in good health.",Select-OB oral, offlabel,"Leber's Hereditary Optic Atrophy, Atrophic Gastritis, Diverticular Disease, Operation to Remove Stomach, Arteriosclerosis with Occlusion of the Arteries, Ulcer from Stomach Acid, Ulcerated Colon, Inflammation of the Lining of the Stomach and Intestines, Kidney Stone, Kidney Disease, Several Blood Transfusions, Diarrhea, sarcoidosis, Iron Metabolism Disorder causing Increased Iron Storage, Increased Bodily Iron from High Red Blood Cell Destruction, High Amount of Phosphate in the Blood, High Amount of Calcium in the Blood, Low Amount of Potassium in the Blood, Excessive Amount of Vitamin D in the Body, Hemolytic Anemia, Decreased Blood-Clotting from Low Vitamin K, Blood Clotting Disorder","Constipation ,  diarrhea , or  upset stomach  may occur. These effects are usually temporary and may disappear as your body adjusts to this medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Prevention of Fetal Neural Tube Defects when Pregnant
 rx,"Drug interactions  may change how your medications work or increase your risk for serious side effects. This document does not contain all possible  drug interactions . Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",DOCOSAHEXANOIC ACID (DHA)  FISH CONTAINING PRODUCTS   DOCUSATE  FOLIC ACID CONTAINING DRUGS   IRON COMPLEX  IRON ANALOGUES  ASCORBIC ACID (VITAMIN C)  IODINE CONTAINING MULTIVITAMIN  POTASSIUM  CALCIUM  NIACIN PREPARATIONS  NICOTINAMIDE ANALOGUES  ZINC OXIDE  COPPER  RIBOFLAVIN (VITAMIN B-2)  CALCIUM CITRATE  ZINC  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN B1 PREPARATIONS - THIAMINE  VITAMIN D ANALOGUE  VITAMIN E ANALOGUES,Be the first to review it,"This  medication  is a multivitamin, mineral, and fatty acid product used to treat or prevent vitamin deficiency before, during, and after  pregnancy .  Vitamins , minerals, and fatty acids are important building blocks of the body and help keep you in good health.",prenatal vitamins #76-iron-folic acid-docusate sod-dha oral, offlabel,"Diverticular Disease, Arteriosclerosis with Occlusion of the Arteries, Ulcer from Stomach Acid, Appendicitis, Ulcerated Colon, Inflammation of the Lining of the Stomach and Intestines, Stomach or Intestine Blockage, Incomplete or Infrequent Bowel Movements, Kidney Stone, Kidney Disease, Several Blood Transfusions, Unable to Control Bowel Movement, sarcoidosis, Diabetes, Increased Activity of the Parathyroid Gland, High Amount of Oxalic Acid in the Urine, Anemia from Pyruvate Kinase and G6PD Deficiencies, Iron Metabolism Disorder causing Increased Iron Storage, Increased Bodily Iron from High Red Blood Cell Destruction, High Amount of Phosphate in the Blood, High Amount of Calcium in Urine, High Amount of Calcium in the Blood, Extreme Loss of Body Water, Excessive Amount of Vitamin D in the Body, Sickle Cell Anemia, Hemolytic Anemia, Decreased Blood-Clotting from Low Vitamin K, Blood Clotting Disorder","Constipation ,  diarrhea , or  upset stomach  may occur. These effects are usually temporary and may disappear as your body adjusts to this medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Prevention of Fetal Neural Tube Defects when Pregnant
 rx,"Before taking this medication, tell your doctor or pharmacist of all prescription and nonprescription/herbal drugs you may use, especially: other vitamin/nutritional  supplements .",FOLIC ACID CONTAINING DRUGS  RIBOFLAVIN (VITAMIN B-2)  COBALT  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN D ANALOGUE  COBALAMIN AND DERIVATIVES,Be the first to review it,"This  medication  is a multivitamin product used to treat or prevent vitamin deficiency due to poor diet, certain illnesses, or during  pregnancy .  Vitamins  are important building blocks of the body and help keep you in good health.",Prena1 Chew oral, offlabel,"Leber's Hereditary Optic Atrophy, Atrophic Gastritis, Operation to Remove Stomach, Arteriosclerosis with Occlusion of the Arteries, Kidney Stone, Kidney Disease, sarcoidosis, High Amount of Phosphate in the Blood, High Amount of Calcium in the Blood, Low Amount of Potassium in the Blood, Excessive Amount of Vitamin D in the Body","Constipation ,  diarrhea , or  upset stomach  may occur. These effects are usually temporary and may disappear as your body adjusts to this medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Prevention of Fetal Neural Tube Defects when Pregnant
 rx,"Before taking this medication, tell your doctor or pharmacist of all prescription and nonprescription/herbal drugs you may use, especially: other vitamin/nutritional  supplements .",FOLIC ACID CONTAINING DRUGS  RIBOFLAVIN (VITAMIN B-2)  COBALT  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN D ANALOGUE  COBALAMIN AND DERIVATIVES,Be the first to review it,"This  medication  is a multivitamin product used to treat or prevent vitamin deficiency due to poor diet, certain illnesses, or during  pregnancy .  Vitamins  are important building blocks of the body and help keep you in good health.",VitaMedMD RediChew Rx oral, offlabel,"Leber's Hereditary Optic Atrophy, Atrophic Gastritis, Operation to Remove Stomach, Arteriosclerosis with Occlusion of the Arteries, Kidney Stone, Kidney Disease, sarcoidosis, High Amount of Phosphate in the Blood, High Amount of Calcium in the Blood, Low Amount of Potassium in the Blood, Excessive Amount of Vitamin D in the Body","Constipation ,  diarrhea , or  upset stomach  may occur. These effects are usually temporary and may disappear as your body adjusts to this medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Prevention of Fetal Neural Tube Defects when Pregnant
 otc,"Drug interactions  may change how your medications work or increase your risk for serious side effects. This document does not contain all possible  drug interactions . Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",DOCOSAHEXANOIC ACID (DHA)  FISH CONTAINING PRODUCTS   IRON COMPLEX  IRON ANALOGUES  FOLIC ACID CONTAINING DRUGS  ASCORBIC ACID (VITAMIN C)  SELENIUM ANALOGUES  IODINE CONTAINING MULTIVITAMIN  POTASSIUM  CALCIUM  NIACIN PREPARATIONS  NICOTINAMIDE ANALOGUES  BIOTIN  CHOLINE ANALOGUES  ZINC OXIDE  COPPER  RIBOFLAVIN (VITAMIN B-2)  ZINC  COBALT  VITAMIN A ANALOGUES  VITAMIN K ANALOGUES  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN B1 PREPARATIONS - THIAMINE  VITAMIN D ANALOGUE  MOLYBDENUM  PANTHENOL ANALOGUES  CALCIUM CARBONATE  MAGNESIUM OXIDE  MAGNESIUM  CHROMIUM AND DERIVATIVES  COBALAMIN AND DERIVATIVES  VITAMIN E ANALOGUES,Be the first to review it,"This  medication  is a multivitamin, mineral, and fatty acid product used to treat or prevent vitamin deficiency before, during, and after  pregnancy .  Vitamins , minerals, and fatty acids are important building blocks of the body and help keep you in good health.",TheraNatal Plus oral, offlabel,"Leber's Hereditary Optic Atrophy, Atrophic Gastritis, Diverticular Disease, Operation to Remove Stomach, Arteriosclerosis with Occlusion of the Arteries, Ulcer from Stomach Acid, Ulcerated Colon, Inflammation of the Lining of the Stomach and Intestines, Liver Problems, Malabsorption, Kidney Stone, Kidney Disease, Several Blood Transfusions, Diarrhea, Poisoning by Selenium, sarcoidosis, Diabetes, High Amount of Oxalic Acid in the Urine, Anemia from Pyruvate Kinase and G6PD Deficiencies, Iron Metabolism Disorder causing Increased Iron Storage, Increased Bodily Iron from High Red Blood Cell Destruction, High Amount of Phosphate in the Blood, High Amount of Calcium in the Blood, Low Amount of Potassium in the Blood, Excessive Amount of Vitamin A in the Body, Excessive Amount of Vitamin D in the Body, Sickle Cell Anemia, Hemolytic Anemia","Constipation ,  diarrhea , or  upset stomach  may occur. These effects are usually temporary and may disappear as your body adjusts to this medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Prevention of Fetal Neural Tube Defects when Pregnant
 otc,"Keep a list of all your  medications  with you, and share the list with your doctor and pharmacist.",IRON COMPLEX  IRON ANALOGUES  FOLIC ACID CONTAINING DRUGS  ASCORBIC ACID (VITAMIN C)  SELENIUM ANALOGUES  IODINE CONTAINING MULTIVITAMIN  POTASSIUM  CALCIUM  NIACIN PREPARATIONS  NICOTINAMIDE ANALOGUES  BIOTIN  CHOLINE ANALOGUES  ZINC OXIDE  COPPER  RIBOFLAVIN (VITAMIN B-2)  ZINC  COBALT  VITAMIN A ANALOGUES  VITAMIN K ANALOGUES  VITAMIN B6 PREPARATIONS - PYRIDOXINE  VITAMIN B1 PREPARATIONS - THIAMINE  VITAMIN D ANALOGUE  MOLYBDENUM  PANTHENOL ANALOGUES  CALCIUM CARBONATE  MAGNESIUM OXIDE  MAGNESIUM  CHROMIUM AND DERIVATIVES  COBALAMIN AND DERIVATIVES  VITAMIN E ANALOGUES  UBIDECARENONE (COENZYME Q10),Be the first to review it,Consult your pharmacist.,TheraNatal OvaVite oral, offlabel,"Leber's Hereditary Optic Atrophy, Atrophic Gastritis, Diverticular Disease, Operation to Remove Stomach, Arteriosclerosis with Occlusion of the Arteries, Abnormally Low Blood Pressure, Ulcer from Stomach Acid, Ulcerated Colon, Inflammation of the Lining of the Stomach and Intestines, Liver Problems, Blockage of a Bile Duct, Malabsorption, Kidney Stone, Kidney Disease, Several Blood Transfusions, Diarrhea, Poisoning by Selenium, sarcoidosis, High Amount of Oxalic Acid in the Urine, Anemia from Pyruvate Kinase and G6PD Deficiencies, Iron Metabolism Disorder causing Increased Iron Storage, Increased Bodily Iron from High Red Blood Cell Destruction, High Amount of Phosphate in the Blood, High Amount of Calcium in the Blood, Low Amount of Potassium in the Blood, Excessive Amount of Vitamin A in the Body, Excessive Amount of Vitamin D in the Body, Sickle Cell Anemia, Hemolytic Anemia",Consult your pharmacist.,Prevention of Fetal Neural Tube Defects when Pregnant
