Type,Interactions,Allergies,Review,Use,Drug,Indication,AvoidUse,Sides,Condition
 otc,"Taking certain MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking isocarboxazid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, or tranylcypromine during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication. Ask your doctor when to start or stop taking this medication.",DEXTROMETHORPHAN ANALOGU  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to temporarily treat  cough , chest congestion, and stuffy nose symptoms caused by the  common cold ,  flu ,  allergies ,  hay fever , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Guaifenesin  is an expectorant that helps to thin and loosen mucus in the  lungs , making it easier to  cough  up the mucus.  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  ( cough  center), reducing the urge to cough. This product also contains a  decongestant , which helps relieve stuffy nose symptoms.",Bio-S-Pres Dx oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Active Inflammation of the Liver, Acute Inflammation of the Pancreas, Enlarged Prostate, Decreased Oxygen In The Tissues Or Blood, systemic mastocytosis, overactive thyroid gland, Acidosis",",  ,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,"Taking certain MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking isocarboxazid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, or tranylcypromine during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication. Ask your doctor when to start or stop taking this medication.",DEXTROMETHORPHAN ANALOGU  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to temporarily treat  cough , chest congestion, and stuffy nose symptoms caused by the  common cold ,  flu ,  allergies ,  hay fever , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Guaifenesin  is an expectorant that helps to thin and loosen mucus in the  lungs , making it easier to  cough  up the mucus.  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  ( cough  center), reducing the urge to cough. This product also contains a  decongestant , which helps relieve stuffy nose symptoms.",Entre-Cough oral, label,"closed angle glaucoma, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Severe Disease of the Arteries of the Heart, Enlarged Prostate, Cannot Empty Bladder, systemic mastocytosis, overactive thyroid gland, Diabetes",",  ,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,"If your doctor has directed you to use this medication, your doctor or pharmacist may already be aware of any possible drug interactions and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with your doctor or pharmacist first.",ACETAMINOPHEN   DEXTROMETHORPHAN ANALOGU  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily treat  cough , chest congestion, fever, body aches, and stuffy nose symptoms caused by the  common cold ,  flu , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Guaifenesin  is an expectorant that helps to thin and loosen mucus in the  lungs , making it easier to  cough  up the mucus.  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  (cough center), reducing the urge to cough.  Decongestants  help to relieve stuffy nose symptoms. This product also contains acetaminophen (APAP), a non- aspirin  pain reliever and fever reducer.",Cold-Cough Sinus Relief PE oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Enlarged Prostate, Shock, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, systemic mastocytosis, overactive thyroid gland, Poor Nutrition, Acidosis",See also Warning section.,Runny Nose
 otc,"If you are taking this product under your doctor's direction, your doctor or pharmacist may already be aware of any possible drug interactions and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with your doctor or pharmacist first.",ACETAMINOPHEN   DEXTROMETHORPHAN ANALOGU   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily treat  cough , stuffy nose, body aches, and other symptoms (e.g., fever,  headache ,  sore throat ) caused by the  common cold ,  flu , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  ( cough  center), reducing the urge to cough.  Decongestants  help to relieve stuffy nose symptoms. This product also contains acetaminophen, a non- aspirin  pain reliever and fever reducer.",Alka-Seltzer Plus Sinus-Cough oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Enlarged Prostate, Shock, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, systemic mastocytosis, overactive thyroid gland, Poor Nutrition, Acidosis",See also Warning section.,Runny Nose
 otc,"Taking certain MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking isocarboxazid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, or tranylcypromine during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication. Ask your doctor when to start or stop taking this medication.",DEXTROMETHORPHAN ANALOGU  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to temporarily treat  cough , chest congestion, and stuffy nose symptoms caused by the  common cold ,  flu ,  allergies ,  hay fever , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Guaifenesin  is an expectorant that helps to thin and loosen mucus in the  lungs , making it easier to  cough  up the mucus.  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  ( cough  center), reducing the urge to cough. This product also contains a  decongestant , which helps relieve stuffy nose symptoms.",G-Tusicof oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Active Inflammation of the Liver, Acute Inflammation of the Pancreas, Enlarged Prostate, Decreased Oxygen In The Tissues Or Blood, systemic mastocytosis, overactive thyroid gland, Acidosis",",  ,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,"If you are taking this product under your doctor's direction, your doctor or pharmacist may already be aware of any possible drug interactions and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with your doctor or pharmacist first.",ACETAMINOPHEN   DEXTROMETHORPHAN ANALOGU   ANTIHISTAMINES  ANTIHISTAMINES - ETHANOLAMINE   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily treat symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain , reducing the urge to  cough .  Decongestants  help relieve stuffy nose and ear congestion symptoms. Acetaminophen (APAP) is a non- aspirin  pain reliever and fever reducer.  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .",Alka-Seltzer Plus Night oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Stenosing Peptic Ulcer, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Blockage of Urinary Bladder, Enlarged Prostate, Shock, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, systemic mastocytosis, overactive thyroid gland, Poor Nutrition, Acidosis",See also Warning section.,Runny Nose
 otc,"If you are taking this product under your doctor's direction, your doctor or pharmacist may already be aware of any possible drug interactions and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with your doctor or pharmacist first.",ACETAMINOPHEN   ANTIHISTAMINES  ANTIHISTAMINES - ALKYLAMINE   DEXTROMETHORPHAN ANALOGU   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily treat symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain , reducing the urge to  cough .  Decongestants  help relieve stuffy nose and ear congestion symptoms. Acetaminophen (APAP) is a non- aspirin  pain reliever and fever reducer.  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .",Alka-Seltzer Plus Flu oral, label,"Chronic Obstructive Lung Disease, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Stenosing Peptic Ulcer, Stomach or Intestine Blockage, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Blockage of Urinary Bladder, Enlarged Prostate, Shock, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, systemic mastocytosis, overactive thyroid gland, Poor Nutrition, Acidosis",See also Warning section.,Runny Nose
 otc,"Some products that may interact with this drug include: antihistamines applied to the skin (such as diphenhydramine cream, ointment, spray).",ANTIHISTAMINES  ANTIHISTAMINES - ETHANOLAMINE,4  User Reviews        ,"Diphenhydramine  is an  antihistamine  used to relieve symptoms of  allergy ,  hay fever , and the  common cold . These symptoms include  rash ,  itching , watery  eyes , itchy  eyes /nose/throat,  cough ,  runny nose , and  sneezing . It is also used to prevent and treat  nausea ,  vomiting  and  dizziness  caused by motion sickness. Diphenhydramine can also be used to help you relax and fall asleep.",Diphenhist oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Stenosing Peptic Ulcer, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, overactive thyroid gland","Drowsiness, dizziness,  ,   upset, blurred  , or  /nose/throat may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"If your doctor has directed you to use this medication, your doctor or pharmacist may already be aware of any possible drug interactions and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with your doctor or pharmacist first.",ACETAMINOPHEN   DEXTROMETHORPHAN ANALOGU  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily treat  cough , chest congestion, fever, body aches, and stuffy nose symptoms caused by the  common cold ,  flu , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Guaifenesin  is an expectorant that helps to thin and loosen mucus in the  lungs , making it easier to  cough  up the mucus.  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  (cough center), reducing the urge to cough.  Decongestants  help to relieve stuffy nose symptoms. This product also contains acetaminophen (APAP), a non- aspirin  pain reliever and fever reducer.",Children's Cold-Cough-Sore Throat oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Enlarged Prostate, Shock, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, systemic mastocytosis, overactive thyroid gland, Poor Nutrition, Acidosis",See also Warning section.,Runny Nose
 otc,"Keep a list of all your   with you, and share the list with your doctor and pharmacist.",SALICYLATES  NSAIDS (NON-STEROIDAL ANTI-INFLAMMATORY DRUG)   ASPIRIN (TARTRAZINE ONLY   DEXTROMETHORPHAN ANALOGU   ANTIHISTAMINES  ANTIHISTAMINES - ETHANOLAMINE   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,Consult your pharmacist.,PE-DM-ASA/doxylamine-PE-DM-ASA oral, label,"Reye's Syndrome, Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Thrombotic Thrombocytopenic Purpura, Presence of Polyps in the Nose, Ulcer from Stomach Acid, Stenosing Peptic Ulcer, Stomach or Intestinal Ulcer, Damage to Stomach Lining, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Bleeding of the Stomach or Intestines, Kidney Disease, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Pregnancy, A Mother who is Producing Milk and Breastfeeding, systemic mastocytosis, overactive thyroid gland, Inadequate Vitamin K, Anemia from Pyruvate Kinase and G6PD Deficiencies, Gout, Acidosis, Anemia, Hemophilia, Decrease in the Blood-Clotting Protein Prothrombin, Blood Clotting Disorder - Von Willebrand's Disease, Decreased Blood Platelets, Habit of Drinking Too Much Alcohol",Consult your pharmacist.,Runny Nose
 otc,"If you are taking this product under your doctor's direction, your doctor or pharmacist may already be aware of any possible drug interactions and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with your doctor or pharmacist first.",ACETAMINOPHEN   DEXTROMETHORPHAN ANALOGU   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily treat  cough , stuffy nose, body aches, and other symptoms (e.g., fever,  headache ,  sore throat ) caused by the  common cold ,  flu , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  ( cough  center), reducing the urge to cough.  Decongestants  help to relieve stuffy nose symptoms. This product also contains acetaminophen, a non- aspirin  pain reliever and fever reducer.",Alka-Seltzer Plus Day oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Enlarged Prostate, Shock, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, systemic mastocytosis, overactive thyroid gland, Poor Nutrition, Acidosis",See also Warning section.,Runny Nose
 otc,"Taking certain MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking isocarboxazid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, or tranylcypromine during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication. Ask your doctor when to start or stop taking this medication.",DEXTROMETHORPHAN ANALOGU  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to temporarily treat  cough , chest congestion, and stuffy nose symptoms caused by the  common cold ,  flu ,  allergies ,  hay fever , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Guaifenesin  is an expectorant that helps to thin and loosen mucus in the  lungs , making it easier to  cough  up the mucus.  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  ( cough  center), reducing the urge to cough. This product also contains a  decongestant , which helps relieve stuffy nose symptoms.",Tussin CF MAX oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Active Inflammation of the Liver, Acute Inflammation of the Pancreas, Enlarged Prostate, Decreased Oxygen In The Tissues Or Blood, systemic mastocytosis, overactive thyroid gland, Acidosis",",  ,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,"If your doctor has directed you to use this medication, your doctor or pharmacist may already be aware of any possible drug interactions and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with your doctor or pharmacist first.",ACETAMINOPHEN   DEXTROMETHORPHAN ANALOGU  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily treat  cough , chest congestion, fever, body aches, and stuffy nose symptoms caused by the  common cold ,  flu , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Guaifenesin  is an expectorant that helps to thin and loosen mucus in the  lungs , making it easier to  cough  up the mucus.  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  (cough center), reducing the urge to cough.  Decongestants  help to relieve stuffy nose symptoms. This product also contains acetaminophen (APAP), a non- aspirin  pain reliever and fever reducer.",Cold and Flu Severe oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Enlarged Prostate, Shock, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, systemic mastocytosis, overactive thyroid gland, Poor Nutrition, Acidosis",See also Warning section.,Runny Nose
 otc,"Taking certain MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking isocarboxazid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, or tranylcypromine during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication. Ask your doctor when to start or stop taking this medication.",DEXTROMETHORPHAN ANALOGU  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to temporarily treat  cough , chest congestion, and stuffy nose symptoms caused by the  common cold ,  flu ,  allergies ,  hay fever , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Guaifenesin  is an expectorant that helps to thin and loosen mucus in the  lungs , making it easier to  cough  up the mucus.  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  ( cough  center), reducing the urge to cough. This product also contains a  decongestant , which helps relieve stuffy nose symptoms.",Adult Tussin Multi-Symptom Cold oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Active Inflammation of the Liver, Acute Inflammation of the Pancreas, Enlarged Prostate, Decreased Oxygen In The Tissues Or Blood, systemic mastocytosis, overactive thyroid gland, Acidosis",",  ,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,"Taking certain MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking isocarboxazid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, or tranylcypromine during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication. Ask your doctor when to start or stop taking this medication.",DEXTROMETHORPHAN ANALOGU  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to temporarily treat  cough , chest congestion, and stuffy nose symptoms caused by the  common cold ,  flu ,  allergies ,  hay fever , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Guaifenesin  is an expectorant that helps to thin and loosen mucus in the  lungs , making it easier to  cough  up the mucus.  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  ( cough  center), reducing the urge to cough. This product also contains a  decongestant , which helps relieve stuffy nose symptoms.",Despec EDA Cough and Cold Drops oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Active Inflammation of the Liver, Acute Inflammation of the Pancreas, Enlarged Prostate, Decreased Oxygen In The Tissues Or Blood, systemic mastocytosis, overactive thyroid gland, Acidosis",",  ,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,"Keep a list of all your   with you, and share the list with your doctor and pharmacist.",ACETAMINOPHEN   DEXTROMETHORPHAN ANALOGU   ANTIHISTAMINES  ANTIHISTAMINES - ETHANOLAMINE   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,Consult your pharmacist.,Daytime-Nighttime Cold-Flu oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Stenosing Peptic Ulcer, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Blockage of Urinary Bladder, Enlarged Prostate, Shock, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, systemic mastocytosis, overactive thyroid gland, Poor Nutrition, Acidosis",Consult your pharmacist.,Runny Nose
 rxotc,Check all prescription medicine labels carefully since similar medications (other corticosteroids such as prednisone) may increase your risk of side effects if taken together with this drug. Ask your doctor or pharmacist if you have any questions about your medications.,CORTICOSTEROIDS (GLUCOCORTICOIDS),7  User Reviews        ,"Budesonide  is used to prevent and treat seasonal and year-round  allergy symptoms  (such as stuffy/ runny nose , itchy  eyes /nose/throat,  sneezing ). Budesonide belongs to a class of drugs known as corticosteroids. It works by reducing swelling ( inflammation ) in the nasal passages.",budesonide nasal, label,"Increased Pressure in the Eye, Wide-Angle Glaucoma, Cataracts, Operation on Nose, Ulcer of the Wall Dividing the Nose, Herpes Simplex Infection of the Eye, Perforation of the Wall that Divides the Nose, Nosebleed, Nasal Infection due to the Fungus Candida Albicans, Injury to the Nose, active tuberculosis, inactive tuberculosis, infection due to a parasite, Infection caused by the Varicella Zoster Virus, Measles, Decreased Function of the Adrenal Gland","Nose/throat dryness or irritation,  ,  ,  , or unpleasant taste/smell may occur. If any of these side effects persist or worsen, tell your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Keep a list of all your   with you, and share the list with your doctor and pharmacist.",SALICYLATES  NSAIDS (NON-STEROIDAL ANTI-INFLAMMATORY DRUG)   ASPIRIN (TARTRAZINE ONLY   ANTIHISTAMINES  ANTIHISTAMINES - ALKYLAMINE   DEXTROMETHORPHAN ANALOGU   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,Consult your pharmacist.,chlorpheniramine-phenyleph-DM-ASA oral, label,"Reye's Syndrome, Chronic Obstructive Lung Disease, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Thrombotic Thrombocytopenic Purpura, Presence of Polyps in the Nose, Ulcer from Stomach Acid, Stenosing Peptic Ulcer, Stomach or Intestinal Ulcer, Damage to Stomach Lining, Stomach or Intestine Blockage, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Bleeding of the Stomach or Intestines, Kidney Disease, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Pregnancy, A Mother who is Producing Milk and Breastfeeding, systemic mastocytosis, overactive thyroid gland, Inadequate Vitamin K, Anemia from Pyruvate Kinase and G6PD Deficiencies, Gout, Acidosis, Anemia, Hemophilia, Decrease in the Blood-Clotting Protein Prothrombin, Blood Clotting Disorder - Von Willebrand's Disease, Decreased Blood Platelets, Habit of Drinking Too Much Alcohol",Consult your pharmacist.,Runny Nose
 otc,"If your doctor has directed you to use this medication, your doctor or pharmacist may already be aware of any possible drug interactions and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with your doctor or pharmacist first.",ACETAMINOPHEN   DEXTROMETHORPHAN ANALOGU  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily treat  cough , chest congestion, fever, body aches, and stuffy nose symptoms caused by the  common cold ,  flu , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Guaifenesin  is an expectorant that helps to thin and loosen mucus in the  lungs , making it easier to  cough  up the mucus.  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  (cough center), reducing the urge to cough.  Decongestants  help to relieve stuffy nose symptoms. This product also contains acetaminophen (APAP), a non- aspirin  pain reliever and fever reducer.",Tylenol Cold and Flu Severe oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Enlarged Prostate, Shock, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, systemic mastocytosis, overactive thyroid gland, Poor Nutrition, Acidosis",See also Warning section.,Runny Nose
