Type,HowtoUse,Interactions,URL,Allergies,Review,Use,Drug,Indication,Precautions,AvoidUse,Sides,Condition
 rx,,,,,1  User Reviews        ,,Procto-Med HC rectal, offlabel,,,,Anal Fissure
 rx,,,,,Be the first to review it,,Procto-Pak rectal, offlabel,,,,Anal Fissure
 rx,,,,,Be the first to review it,,onabotulinumtoxinA injection, offlabel,,,,Anal Fissure
 rx,,,,,Be the first to review it,,nitroglycerin rectal, label,,,,Anal Fissure
 rx,,,,,6  User Reviews        ,,Alcaine ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,4  User Reviews        ,,Flurox ophthalmic, offlabel,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,3  User Reviews        ,,tetracaine ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,2  User Reviews        ,,Altafluor ophthalmic, offlabel,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,1  User Reviews        ,,proparacaine ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,fluorescein-benoxinate ophthalmic, offlabel,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,fluorescein-proparacaine ophthalmic, offlabel,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,Flucaine ophthalmic, offlabel,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,Tetcaine ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,Tetravisc ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,Tetravisc Forte ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,tetracaine HCl (PF) ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,Altacaine ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,25  User Reviews        ,,Alinia oral, label,,,,An Intestinal Infection due to Cryptosporidium Parasites
 rx,,,,,1  User Reviews        ,,nitazoxanide oral, label,,,,An Intestinal Infection due to Cryptosporidium Parasites
 rx,,,,,Be the first to review it,,paromomycin oral, offlabel,,,,An Intestinal Infection due to Cryptosporidium Parasites
 rx,,,,,Be the first to review it,,Emverm oral, offlabel,,,,Angiostrongyliasis due to Angiostrongylus costaricensis
 rx,,,,,Be the first to review it,,Emverm oral, offlabel,,,,Angiostrongyliasis due to Angiostrongylus cantonensis
 otc,,,,,90  User Reviews        ,,ferrous sulfate oral, offlabel,,,,Anemia in Low Birthweight Infants
 rx,,,,,77  User Reviews        ,,Procrit injection, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,20  User Reviews        ,,Feosol oral, offlabel,,,,Anemia in Low Birthweight Infants
 rx,,,,,19  User Reviews        ,,Epogen injection, offlabel,,,,Anemia in Low Birthweight Infants
 rx,,,,,19  User Reviews        ,,Infed injection, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,12  User Reviews        ,,ferrous gluconate oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,10  User Reviews        ,,NovaFerrum oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,7  User Reviews        ,,FeroSul oral, offlabel,,,,Anemia in Low Birthweight Infants
 rx,,,,,5  User Reviews        ,,epoetin alfa injection, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,5  User Reviews        ,,ferrous fumarate oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,5  User Reviews        ,,Fergon oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,3  User Reviews        ,,iron oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,2  User Reviews        ,,vitamin E oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,2  User Reviews        ,,Fer-Iron oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,1  User Reviews        ,,Aquasol E oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,1  User Reviews        ,,wheat germ oil oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,1  User Reviews        ,,polysaccharide iron complex oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,1  User Reviews        ,,Nu-Iron oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,1  User Reviews        ,,Icar oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,1  User Reviews        ,,"vitamin E (dl, acetate) oral", offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,1  User Reviews        ,,Ferretts IPS oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,1  User Reviews        ,,vitamin E acetate oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,Be the first to review it,,Fer-In-Sol oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,Be the first to review it,,Siderol oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,Be the first to review it,,"iron, carbonyl oral", offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,Be the first to review it,,iron succinyl-protein complex oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,Be the first to review it,,Liqui-E oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,Be the first to review it,,tocophersolan oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,Be the first to review it,,Wee Care oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,Be the first to review it,,IronUp oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,Be the first to review it,,vitamin E succinate oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,Be the first to review it,,Children's Iron oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,Be the first to review it,,vitamin E mixed oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,Be the first to review it,,iron ps cmplx-vitamin D3 oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,Be the first to review it,,NovaFerrum 125 oral, offlabel,,,,Anemia in Low Birthweight Infants
 otc,,,,,Be the first to review it,,E-200 oral, offlabel,,,,Anemia in Low Birthweight Infants
 rx,,,,,2  User Reviews        ,,oxymetholone oral, label,,,,Anemia due to Depressed Bone Marrow
 rx,,,,,2  User Reviews        ,,Anadrol-50 oral, label,,,,Anemia due to Depressed Bone Marrow
 rx,,,,,15  User Reviews        ,,midazolam injection, label,,,,Anxiety associated with an Operation
 rx,,,,,10  User Reviews        ,,chlordiazepoxide HCl oral, label,,,,Anxiety associated with an Operation
 rx,,,,,7  User Reviews        ,,diazepam injection, label,,,,Anxiety associated with an Operation
 rx,,,,,6  User Reviews        ,,midazolam oral, label,,,,Anxiety associated with an Operation
 rx,,,,,1  User Reviews        ,,midazolam in 0.9 % sodium chloride intravenous, label,,,,Anxiety associated with an Operation
 rx,,,,,1  User Reviews        ,,midazolam in dextrose 5 % intravenous, label,,,,Anxiety associated with an Operation
 rx,,,,,1  User Reviews        ,,midazolam intravenous, label,,,,Anxiety associated with an Operation
 rx,,,,,Be the first to review it,,midazolam (PF) injection, label,,,,Anxiety associated with an Operation
 rx,,,,,Be the first to review it,,midazolam (PF) intravenous, label,,,,Anxiety associated with an Operation
 rx,,,,,90  User Reviews        ,,Compazine oral, label,,,,Anxiety without Psychosis
 rx,,,,,24  User Reviews        ,,prochlorperazine maleate oral, label,,,,Anxiety without Psychosis
 rx,,,,,9  User Reviews        ,,Compazine rectal, label,,,,Anxiety without Psychosis
 rx,,,,,3  User Reviews        ,,prochlorperazine rectal, label,,,,Anxiety without Psychosis
 rx,,,,,2  User Reviews        ,,Compro rectal, label,,,,Anxiety without Psychosis
 rx,,,,,1  User Reviews        ,,prochlorperazine Edisylate injection, label,,,,Anxiety without Psychosis
 rx,,,,,44  User Reviews        ,,silver sulfadiazine topical, label,,,,An Infection in a Burn Wound
 rx,,,,,27  User Reviews        ,,Silvadene topical, label,,,,An Infection in a Burn Wound
 rx,,,,,11  User Reviews        ,,gentamicin injection, label,,,,An Infection in a Burn Wound
 rx,,,,,4  User Reviews        ,,amikacin injection, label,,,,An Infection in a Burn Wound
 rx,,,,,3  User Reviews        ,,Thermazene topical, label,,,,An Infection in a Burn Wound
 rx,,,,,2  User Reviews        ,,gentamicin sulfate (PF) intravenous, label,,,,An Infection in a Burn Wound
 rx,,,,,1  User Reviews        ,,gentamicin in sodium chloride(iso-osm) intravenous, label,,,,An Infection in a Burn Wound
 rx,,,,,Be the first to review it,,mafenide topical, label,,,,An Infection in a Burn Wound
 rx,,,,,Be the first to review it,,Sulfamylon topical, label,,,,An Infection in a Burn Wound
 rx,,,,,Be the first to review it,,SSD topical, label,,,,An Infection in a Burn Wound
 rx,,,,,Be the first to review it,,gentamicin sulfate (ped) (PF) injection, label,,,,An Infection in a Burn Wound
 rx,,,,,550  User Reviews        ,,methylprednisolone oral, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,299  User Reviews        ,,Kenalog injection, offlabel,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,184  User Reviews        ,,Arthrotec 75 oral, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,121  User Reviews        ,,Medrol (Pak) oral, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,117  User Reviews        ,,Medrol oral, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,102  User Reviews        ,,Arthrotec 50 oral, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,102  User Reviews        ,,Depo-Medrol injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,83  User Reviews        ,,Vimovo oral, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,42  User Reviews        ,,Solu-Medrol intravenous, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,39  User Reviews        ,,hydrocortisone oral, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,38  User Reviews        ,,Duexis oral, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,33  User Reviews        ,,Cortef oral, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,22  User Reviews        ,,triamcinolone acetonide injection, offlabel,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,22  User Reviews        ,,diclofenac-misoprostol oral, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,20  User Reviews        ,,cortisone oral, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,19  User Reviews        ,,methylprednisolone acetate injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,17  User Reviews        ,,Celestone Soluspan injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,12  User Reviews        ,,betamethasone acetate and sodium phosphate injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,6  User Reviews        ,,Solu-Medrol (PF) injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,6  User Reviews        ,,Solu-Medrol (PF) intravenous, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,5  User Reviews        ,,methylprednisolone sodium succ intravenous, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,4  User Reviews        ,,methylprednisolone sodium succ injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,3  User Reviews        ,,Solu-Cortef injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,2  User Reviews        ,,Aristospan Intra-Articular injection, offlabel,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,2  User Reviews        ,,hydrocortisone sodium succinate injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,2  User Reviews        ,,methylprednisolone sod succ (PF) intravenous, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,2  User Reviews        ,,naproxen-esomeprazole magnesium oral, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,1  User Reviews        ,,triamcinolone hexacetonide injection, offlabel,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,1  User Reviews        ,,A-Hydrocort injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,1  User Reviews        ,,methylprednisolone sod succ (PF) injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,1  User Reviews        ,,hydrocortisone sod succinate (PF) injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,1  User Reviews        ,,ibuprofen-famotidine oral, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,Be the first to review it,,Aristospan Intralesional injection, offlabel,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,Be the first to review it,,Solu-Cortef (PF) injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,Be the first to review it,,dexamethasone in 0.9 % sodium chloride intravenous, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,Be the first to review it,,Pro-C-Dure 5 injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,Be the first to review it,,Pro-C-Dure 6 injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,Be the first to review it,,Beta-1 injection, label,,,,Any Disease Following Trauma Involving Joint Cartilage
 rx,,,,,214  User Reviews        ,,triamcinolone acetonide topical, label,,,,Anal Itching
 rx,,,,,58  User Reviews        ,,desonide topical, label,,,,Anal Itching
 rx,,,,,56  User Reviews        ,,fluocinonide topical, label,,,,Anal Itching
 rx,,,,,52  User Reviews        ,,betamethasone dipropionate topical, label,,,,Anal Itching
 rx,,,,,51  User Reviews        ,,Anucort-HC rectal, label,,,,Anal Itching
 rx,,,,,34  User Reviews        ,,desoximetasone topical, label,,,,Anal Itching
 rx,,,,,34  User Reviews        ,,Proctofoam HC rectal, label,,,,Anal Itching
 rxotc,,,,,32  User Reviews        ,,hydrocortisone topical, label,,,,Anal Itching
 rx,,,,,28  User Reviews        ,,Locoid Lipocream topical, label,,,,Anal Itching
 rx,,,,,28  User Reviews        ,,mometasone topical, label,,,,Anal Itching
 rx,,,,,27  User Reviews        ,,Elocon topical, label,,,,Anal Itching
 rx,,,,,25  User Reviews        ,,halobetasol propionate topical, label,,,,Anal Itching
 rx,,,,,24  User Reviews        ,,Proctosol HC rectal, offlabel,,,,Anal Itching
 rx,,,,,20  User Reviews        ,,hydrocortisone acetate rectal, offlabel,,,,Anal Itching
 rx,,,,,20  User Reviews        ,,Analpram-HC rectal, label,,,,Anal Itching
 rx,,,,,19  User Reviews        ,,Proctozone-HC rectal, offlabel,,,,Anal Itching
 rxotc,,,,,19  User Reviews        ,,lidocaine topical, label,,,,Anal Itching
 otc,,,,,17  User Reviews        ,,Preparation H rectal, label,,,,Anal Itching
 rx,,,,,17  User Reviews        ,,Topicort topical, label,,,,Anal Itching
 rx,,,,,16  User Reviews        ,,betamethasone valerate topical, label,,,,Anal Itching
 rx,,,,,16  User Reviews        ,,Ultravate topical, label,,,,Anal Itching
 otc,,,,,13  User Reviews        ,,RectiCare topical, label,,,,Anal Itching
 rx,,,,,12  User Reviews        ,,Cloderm topical, label,,,,Anal Itching
 rx,,,,,9  User Reviews        ,,Anusol-HC rectal, offlabel,,,,Anal Itching
 rx,,,,,9  User Reviews        ,,Alcortin A topical, offlabel,,,,Anal Itching
 rx,,,,,9  User Reviews        ,,Diprolene topical, label,,,,Anal Itching
 rx,,,,,9  User Reviews        ,,fluocinolone topical, label,,,,Anal Itching
 rx,,,,,9  User Reviews        ,,Cutivate topical, label,,,,Anal Itching
 rx,,,,,9  User Reviews        ,,Analpram-HC Singles rectal, label,,,,Anal Itching
 rx,,,,,8  User Reviews        ,,hydrocortisone valerate topical, label,,,,Anal Itching
 rx,,,,,8  User Reviews        ,,Diprolene AF topical, label,,,,Anal Itching
 rx,,,,,8  User Reviews        ,,Halog topical, label,,,,Anal Itching
 rx,,,,,7  User Reviews        ,,Pramosone topical, label,,,,Anal Itching
 rx,,,,,7  User Reviews        ,,Cordran topical, label,,,,Anal Itching
 rx,,,,,7  User Reviews        ,,Synalar topical, label,,,,Anal Itching
 rx,,,,,7  User Reviews        ,,diflorasone topical, label,,,,Anal Itching
 rx,,,,,7  User Reviews        ,,hydrocortisone butyrate topical, label,,,,Anal Itching
 otc,,,,,7  User Reviews        ,,"Preparation H (phenylephrine,witch hazel) topical", label,,,,Anal Itching
 rx,,,,,7  User Reviews        ,,Dermatop topical, label,,,,Anal Itching
 rx,,,,,6  User Reviews        ,,clocortolone pivalate topical, label,,,,Anal Itching
 rx,,,,,6  User Reviews        ,,fluticasone topical, label,,,,Anal Itching
 rx,,,,,6  User Reviews        ,,Desonate topical, label,,,,Anal Itching
 rx,,,,,5  User Reviews        ,,hydrocortisone rectal, offlabel,,,,Anal Itching
 rx,,,,,5  User Reviews        ,,Fluocinonide-E topical, label,,,,Anal Itching
 rx,,,,,5  User Reviews        ,,ApexiCon E topical, label,,,,Anal Itching
 otc,,,,,5  User Reviews        ,,Cortizone-10 Plus topical, label,,,,Anal Itching
 otc,,,,,5  User Reviews        ,,Preparation H Maximum Strength rectal, label,,,,Anal Itching
 rx,,,,,5  User Reviews        ,,Trianex topical, label,,,,Anal Itching
 rx,,,,,4  User Reviews        ,,Kenalog topical, label,,,,Anal Itching
 otc,,,,,4  User Reviews        ,,ITCH-X topical, label,,,,Anal Itching
 otc,,,,,4  User Reviews        ,,Calmol-4 rectal, label,,,,Anal Itching
 rx,,,,,4  User Reviews        ,,Analpram E rectal, label,,,,Anal Itching
 rx,,,,,3  User Reviews        ,,DesOwen topical, label,,,,Anal Itching
 rx,,,,,3  User Reviews        ,,amcinonide topical, label,,,,Anal Itching
 rx,,,,,3  User Reviews        ,,alclometasone topical, label,,,,Anal Itching
 rx,,,,,3  User Reviews        ,,Locoid topical, label,,,,Anal Itching
 otc,,,,,3  User Reviews        ,,phenylephrine rectal, label,,,,Anal Itching
 rx,,,,,3  User Reviews        ,,Verdeso topical, label,,,,Anal Itching
 otc,,,,,3  User Reviews        ,,Corticool topical, label,,,,Anal Itching
 rx,,,,,2  User Reviews        ,,Vytone topical, offlabel,,,,Anal Itching
 rx,,,,,2  User Reviews        ,,Pandel topical, label,,,,Anal Itching
 rx,,,,,2  User Reviews        ,,Triderm topical, label,,,,Anal Itching
 rx,,,,,2  User Reviews        ,,hydrocortisone-pramoxine rectal, label,,,,Anal Itching
 otc,,,,,2  User Reviews        ,,Hemorrhoidal Suppository rectal, label,,,,Anal Itching
 rx,,,,,2  User Reviews        ,,diflorasone-emollient topical, label,,,,Anal Itching
 otc,,,,,2  User Reviews        ,,"Preparation H (phenylephrine,cocoa butter) rectal", label,,,,Anal Itching
 otc,,,,,2  User Reviews        ,,Scalpicin Anti-Itch topical, label,,,,Anal Itching
 rx,,,,,2  User Reviews        ,,triamcinolone-dimethicone-silicone tape topical, label,,,,Anal Itching
 rx,,,,,1  User Reviews        ,,Proctocort rectal, offlabel,,,,Anal Itching
 rx,,,,,1  User Reviews        ,,Procto-Med HC rectal, offlabel,,,,Anal Itching
 otc,,,,,1  User Reviews        ,,hydrocortisone acetate topical, label,,,,Anal Itching
 rx,,,,,1  User Reviews        ,,"betamethasone, augmented topical", label,,,,Anal Itching
 rx,,,,,1  User Reviews        ,,flurandrenolide topical, label,,,,Anal Itching
 rx,,,,,1  User Reviews        ,,Epifoam topical, label,,,,Anal Itching
 otc,,,,,1  User Reviews        ,,Cortaid topical, label,,,,Anal Itching
 rx,,,,,1  User Reviews        ,,halcinonide topical, label,,,,Anal Itching
 rx,,,,,1  User Reviews        ,,Psorcon topical, label,,,,Anal Itching
 otc,,,,,1  User Reviews        ,,Aquanil HC topical, label,,,,Anal Itching
 otc,,,,,1  User Reviews        ,,dibucaine rectal, label,,,,Anal Itching
 otc,,,,,1  User Reviews        ,,Hemorrhoid rectal, label,,,,Anal Itching
 otc,,,,,1  User Reviews        ,,Hemorrhoidal Cream rectal, label,,,,Anal Itching
 otc,,,,,1  User Reviews        ,,Cortizone-10 topical, label,,,,Anal Itching
 rx,,,,,1  User Reviews        ,,lidocaine-hydrocortisone rectal, label,,,,Anal Itching
 otc,,,,,1  User Reviews        ,,LMX 5 topical, label,,,,Anal Itching
 otc,,,,,1  User Reviews        ,,Scalp Relief topical, label,,,,Anal Itching
 otc,,,,,1  User Reviews        ,,Cortisone (hydrocortisone) topical, label,,,,Anal Itching
 otc,,,,,1  User Reviews        ,,Anti-Itch (hydrocortisone) topical, label,,,,Anal Itching
 rx,,,,,1  User Reviews        ,,Zypram rectal, label,,,,Anal Itching
 otc,,,,,1  User Reviews        ,,Major-Prep Hemorrhoidal rectal, label,,,,Anal Itching
 rx,,,,,1  User Reviews        ,,Pramosone E topical, label,,,,Anal Itching
 otc,,,,,1  User Reviews        ,,Cortisone + Cooling Relief topical, label,,,,Anal Itching
 otc,,,,,1  User Reviews        ,,Neosporin Anti-Itch topical, label,,,,Anal Itching
 rx,,,,,1  User Reviews        ,,Ultravate X topical, label,,,,Anal Itching
 rx,,,,,1  User Reviews        ,,Synalar TS topical, label,,,,Anal Itching
 rx,,,,,1  User Reviews        ,,Synalar Cream Kit topical, label,,,,Anal Itching
 rx,,,,,1  User Reviews        ,,Synalar Ointment Kit topical, label,,,,Anal Itching
 rx,,,,,778  User Reviews        ,,clindamycin HCl oral, label,,,,Anaerobic Infection Following Vaginal Cuff Surgery
 rx,,,,,94  User Reviews        ,,Cleocin oral, label,,,,Anaerobic Infection Following Vaginal Cuff Surgery
 otc,,,,,1  User Reviews        ,,phenylephrine-cocoa butter rectal, label,,,,Anal Itching
 rx,,,,,8  User Reviews        ,,clindamycin palmitate HCl oral, label,,,,Anaerobic Infection Following Vaginal Cuff Surgery
 rx,,,,,6  User Reviews        ,,clindamycin intravenous, label,,,,Anaerobic Infection Following Vaginal Cuff Surgery
 rx,,,,,3  User Reviews        ,,clindamycin in 5 % dextrose intravenous, label,,,,Anaerobic Infection Following Vaginal Cuff Surgery
 rx,,,,,1  User Reviews        ,,Dermasorb HC Complete Kit topical, label,,,,Anal Itching
 rx,,,,,2  User Reviews        ,,clindamycin injection, label,,,,Anaerobic Infection Following Vaginal Cuff Surgery
 rx,,,,,1  User Reviews        ,,Dermasorb TA Complete Kit topical, label,,,,Anal Itching
 rx,,,,,2  User Reviews        ,,Cleocin intravenous, label,,,,Anaerobic Infection Following Vaginal Cuff Surgery
 rx,,,,,1  User Reviews        ,,Cleocin in 5 % dextrose intravenous, label,,,,Anaerobic Infection Following Vaginal Cuff Surgery
 rx,,,,,1  User Reviews        ,,Clindamycin Pediatric oral, label,,,,Anaerobic Infection Following Vaginal Cuff Surgery
 rx,,,,,Be the first to review it,,iodoquinol-HC topical, offlabel,,,,Anal Itching
 rx,,,,,Be the first to review it,,Cleocin injection, label,,,,Anaerobic Infection Following Vaginal Cuff Surgery
 rx,,,,,Be the first to review it,,Clin Single Use injection, label,,,,Anaerobic Infection Following Vaginal Cuff Surgery
 rx,,,,,Be the first to review it,,Dermazene topical, offlabel,,,,Anal Itching
 rx,,,,,Be the first to review it,,Procto-Pak rectal, offlabel,,,,Anal Itching
 rx,,,,,Be the first to review it,,hydrocortisone-iodoquinol-aloe polysaccharides #2 topical, offlabel,,,,Anal Itching
 otc,,,,,Be the first to review it,,witch hazel topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,hydrocortisone buteprate topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Hemorrhoidal rectal, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,prednicarbate topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Texacort topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,phenyleph-shark liv oil-mo-pet rectal, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Ala-Scalp topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Ala-Cort topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Recort Plus topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,phenyleph-shark liver oil-glycrn-pet rectal, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Preparation H Hydrocortisone topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Nupercainal rectal, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,hydrocortisone-aloe vera topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Anu-Med rectal, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,lidocaine-hydrocortisone topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Beta-HC topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Hydrocortisone Plus topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,phenylephrine-witch hazel topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,hydrocortisone butyrate-emollient topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,hydrocortisone-pramoxine-aloe polysaccharide topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Novacort (with aloe) topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,lidocaine-hydrocortisone-aloe vera rectal, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Medicated Pads topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,hydrocortisone-pramoxine topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,phenylephrine-pramoxine-glycerin-white pet rectal, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Hemorrhoidal Cooling topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,"hydrocortisone-aloe-vitamins A, D, and E topical", label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Anti-Itch (HC) with Aloe and Vitamin E topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Obagi Nu-Derm Tolereen topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Scalacort topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Noble Formula HC topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,hydrocortisone-pramoxine in emollient topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,HydroSkin topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Hemorrhoidal Hygiene topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Hydrocream topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,HC-pramoxine-diosmin#1-aloe ps#1-policos, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Analpram Advanced, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Preparation H (Witch Hazel) topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,PramCort rectal, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,hydrocortisone-pramoxine-skin cleanser no.16 rectal, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Procort rectal, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,AneCream5 topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,LC-5 topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,halobetasol-lactic acid topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,phenylephrine-mineral oil-petrolatm rectal, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,fluocinolone-skin cleanser combo no.28 topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,GRx Hemorrhoidal rectal, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,fluocinolone-emollient combination#65 topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Anti-Itch Plus topical, label,,,,Anal Itching
