URL,Review,Drug,Indication,Type,Condition
http://www.webmd.com/drugs/drug-154870-CapCof+oral,1  User Reviews        ,CapCof oral, label, otc,
http://www.webmd.com/drugs/drug-155968-Rynex+PE+oral,1  User Reviews        ,Rynex PE oral, label, otc,
http://www.webmd.com/drugs/drug-156812-Adult+Robitussin+Peak+Cold+M-S+oral,1  User Reviews        ,Adult Robitussin Peak Cold M-S oral, label, otc,
http://www.webmd.com/drugs/drug-158376-Vicks+NyQuil+Cough+oral,1  User Reviews        ,Vicks NyQuil Cough oral, label, otc,
http://www.webmd.com/drugs/drug-152646-Zodryl+AC+30+oral,Be the first to review it,Zodryl AC 30 oral, label, otc,
http://www.webmd.com/drugs/drug-152647-Zodryl+AC+35+oral,Be the first to review it,Zodryl AC 35 oral, label, otc,
http://www.webmd.com/drugs/drug-152648-Zodryl+AC+40+oral,Be the first to review it,Zodryl AC 40 oral, label, otc,
http://www.webmd.com/drugs/drug-159865-MucaphEd+oral,1  User Reviews        ,MucaphEd oral, label, otc,
http://www.webmd.com/drugs/drug-161604-Allergy+Relief+chlorpheniramine+oral,1  User Reviews        ,Allergy Relief (chlorpheniramine) oral, label, otc,
http://www.webmd.com/drugs/drug-161632-thonzylamine-phenylephrine+oral,1  User Reviews        ,thonzylamine-phenylephrine oral, label, otc,
http://www.webmd.com/drugs/drug-162091-Nasal+Spray+oxymetazoline+nasal,1  User Reviews        ,Nasal Spray (oxymetazoline) nasal, label, otc,
http://www.webmd.com/drugs/drug-162585-Brohist+D+oral,1  User Reviews        ,Brohist D oral, label, otc,
http://www.webmd.com/drugs/drug-152649-Zodryl+AC+50+oral,Be the first to review it,Zodryl AC 50 oral, label, otc,
http://www.webmd.com/drugs/drug-152650-Zodryl+AC+60+oral,Be the first to review it,Zodryl AC 60 oral, label, otc,
http://www.webmd.com/drugs/drug-152651-Zodryl+AC+80+oral,Be the first to review it,Zodryl AC 80 oral, label, otc,
http://www.webmd.com/drugs/drug-152654-Theraflu+Cold-Sore+Throat+PE+oral,Be the first to review it,Theraflu Cold-Sore Throat (PE) oral, label, otc,
http://www.webmd.com/drugs/drug-162718-Allergy+Relief+Multi-Symptom+oral,1  User Reviews        ,Allergy Relief Multi-Symptom oral, label, otc,
http://www.webmd.com/drugs/drug-162862-Alka-Seltzer+Plus+Sinus-Allergy-Cgh+oral,1  User Reviews        ,Alka-Seltzer Plus Sinus-Allergy-Cgh oral, label, otc,
http://www.webmd.com/drugs/drug-163033-Advil+Allergy-Congestion+Relief+oral,1  User Reviews        ,Advil Allergy-Congestion Relief oral, label, otc,
http://www.webmd.com/drugs/drug-163404-Broncotron+PED+oral,1  User Reviews        ,Broncotron PED oral, label, otc,
http://www.webmd.com/drugs/drug-152791-Children%27s+Sudafed+PE+Cough+and+Cold+oral,Be the first to review it,Children's Sudafed PE Cough and Cold oral, label, otc,
http://www.webmd.com/drugs/drug-152814-Children%27s+Zyrtec+Allergy+oral,Be the first to review it,Children's Zyrtec Allergy oral, label, otc,
http://www.webmd.com/drugs/drug-163456-Mucinex+Fast-Max+Cold-Flu-Sore+Throat+oral,1  User Reviews        ,Mucinex Fast-Max Cold-Flu-Sore Throat oral, label, otc,
http://www.webmd.com/drugs/drug-163459-Mucinex+Fast-Max+Severe+Cold+oral,1  User Reviews        ,Mucinex Fast-Max Severe Cold oral, label, otc,
http://www.webmd.com/drugs/drug-163968-ChlorTabs+oral,1  User Reviews        ,ChlorTabs oral, label, otc,
http://www.webmd.com/drugs/drug-164056-Capron+DM+oral,1  User Reviews        ,Capron DM oral, label, otc,
http://www.webmd.com/drugs/drug-164245-Phenagil+CH+oral,1  User Reviews        ,Phenagil CH oral, label, otc,
http://www.webmd.com/drugs/drug-164883-Vicks+NyQuil+Severe+Cold-Flu+oral,1  User Reviews        ,Vicks NyQuil Severe Cold-Flu oral, label, otc,
http://www.webmd.com/drugs/drug-165081-Vicks+DayQuil-NyQuil+Severe+oral,1  User Reviews        ,Vicks DayQuil-NyQuil Severe oral, label, otc,
http://www.webmd.com/drugs/drug-165364-Children%27s+Mucinex+Stuffy+Nose+and+Cold+oral,1  User Reviews        ,Children's Mucinex Stuffy Nose and Cold oral, label, otc,
http://www.webmd.com/drugs/drug-165394-Ru-Hist+D+oral,1  User Reviews        ,Ru-Hist D oral, label, otc,
http://www.webmd.com/drugs/drug-152821-Allergy+diphenhydramine+oral,Be the first to review it,Allergy (diphenhydramine) oral, label, otc,
http://www.webmd.com/drugs/drug-152830-Pediacare+Multi-Symptom+Cold+oral,Be the first to review it,Pediacare Multi-Symptom Cold oral, label, otc,
http://www.webmd.com/drugs/drug-165430-Poly+Hist+Forte+doxylamine+oral,1  User Reviews        ,Poly Hist Forte (doxylamine) oral, label, otc,
http://www.webmd.com/drugs/drug-165722-Delsym+Cough-Cold+Daytime+oral,1  User Reviews        ,Delsym Cough-Cold Daytime oral, label, otc,
http://www.webmd.com/drugs/drug-165879-Desgen+oral,1  User Reviews        ,Desgen oral, label, otc,
http://www.webmd.com/drugs/drug-166023-Tusslin+oral,1  User Reviews        ,Tusslin oral, label, otc,
http://www.webmd.com/drugs/drug-166247-Abatuss+DMX+oral,1  User Reviews        ,Abatuss DMX oral, label, otc,
http://www.webmd.com/drugs/drug-166834-Vicks+QlearQuil+nasal,1  User Reviews        ,Vicks QlearQuil nasal, label, otc,
http://www.webmd.com/drugs/drug-99-chlorpheniramine-pseudoephedrine+oral,Be the first to review it,chlorpheniramine-pseudoephedrine oral, label, rxotc,
http://www.webmd.com/drugs/drug-100-pseudoephedrine-guaifenesin+oral,Be the first to review it,pseudoephedrine-guaifenesin oral, label, otc,
http://www.webmd.com/drugs/drug-152939-Congest-Eze+oral,Be the first to review it,Congest-Eze oral, label, otc,
http://www.webmd.com/drugs/drug-152940-Congest-Eze+PE+oral,Be the first to review it,Congest-Eze PE oral, label, otc,
http://www.webmd.com/drugs/drug-152998-Zodryl+DEC+25+oral,Be the first to review it,Zodryl DEC 25 oral, label, otc,
http://www.webmd.com/drugs/drug-152999-Zodryl+DEC+30+oral,Be the first to review it,Zodryl DEC 30 oral, label, otc,
http://www.webmd.com/drugs/drug-153000-Zodryl+DEC+35+oral,Be the first to review it,Zodryl DEC 35 oral, label, otc,
http://www.webmd.com/drugs/drug-153001-Zodryl+DEC+40+oral,Be the first to review it,Zodryl DEC 40 oral, label, otc,
http://www.webmd.com/drugs/drug-153003-Zodryl+DEC+50+oral,Be the first to review it,Zodryl DEC 50 oral, label, otc,
http://www.webmd.com/drugs/drug-217-Pain+Reliever+Allergy+Sinus+oral,Be the first to review it,Pain Reliever Allergy Sinus oral, label, otc,
http://www.webmd.com/drugs/drug-218-Pain+Reliever+Sinus+oral,Be the first to review it,Pain Reliever Sinus oral, label, otc,
http://www.webmd.com/drugs/drug-153004-Zodryl+DEC+60+oral,Be the first to review it,Zodryl DEC 60 oral, label, otc,
http://www.webmd.com/drugs/drug-153005-Zodryl+DEC+80+oral,Be the first to review it,Zodryl DEC 80 oral, label, otc,
http://www.webmd.com/drugs/drug-153015-Sinutrol+PE+oral,Be the first to review it,Sinutrol PE oral, label, otc,
http://www.webmd.com/drugs/drug-153045-Children%27s+Aller-Tec+oral,Be the first to review it,Children's Aller-Tec oral, label, otc,
http://www.webmd.com/drugs/drug-153072-Children%27s+Wal-Dryl+Allergy+oral,Be the first to review it,Children's Wal-Dryl Allergy oral, label, otc,
http://www.webmd.com/drugs/drug-153174-Mar-Cof+BP+oral,Be the first to review it,Mar-Cof BP oral, label, otc,
http://www.webmd.com/drugs/drug-153176-chlorpheniramine-phenyleph-aspirin+oral,Be the first to review it,chlorpheniramine-phenyleph-aspirin oral, label, otc,
http://www.webmd.com/drugs/drug-153186-Alka-Seltzer+Plus+Cold+PE+oral,Be the first to review it,Alka-Seltzer Plus Cold (PE) oral, label, otc,
http://www.webmd.com/drugs/drug-153191-Biogil+oral,Be the first to review it,Biogil oral, label, otc,
http://www.webmd.com/drugs/drug-267-Non-Aspirin+Allergy+Sinus+oral,Be the first to review it,Non-Aspirin Allergy Sinus oral, label, otc,
http://www.webmd.com/drugs/drug-153192-Bionel+oral,Be the first to review it,Bionel oral, label, otc,
http://www.webmd.com/drugs/drug-153221-Bionel+Pediatric+oral,Be the first to review it,Bionel Pediatric oral, label, otc,
http://www.webmd.com/drugs/drug-153246-Zodryl+DAC+25+oral,Be the first to review it,Zodryl DAC 25 oral, label, otc,
http://www.webmd.com/drugs/drug-153247-Zodryl+DAC+30+oral,Be the first to review it,Zodryl DAC 30 oral, label, otc,
http://www.webmd.com/drugs/drug-153248-Zodryl+DAC+35+oral,Be the first to review it,Zodryl DAC 35 oral, label, otc,
http://www.webmd.com/drugs/drug-153249-Zodryl+DAC+40+oral,Be the first to review it,Zodryl DAC 40 oral, label, otc,
http://www.webmd.com/drugs/drug-153250-Zodryl+DAC+50+oral,Be the first to review it,Zodryl DAC 50 oral, label, otc,
http://www.webmd.com/drugs/drug-153251-Zodryl+DAC+60+oral,Be the first to review it,Zodryl DAC 60 oral, label, otc,
http://www.webmd.com/drugs/drug-270-Non-Aspirin+Cold+oral,Be the first to review it,Non-Aspirin Cold oral, label, otc,
http://www.webmd.com/drugs/drug-289-Pedia+Relief+oral,Be the first to review it,Pedia Relief oral, label, otc,
http://www.webmd.com/drugs/drug-469-Nite+Time+oral,Be the first to review it,Nite Time oral, label, otc,
http://www.webmd.com/drugs/drug-523-Non-Aspirin+oral,Be the first to review it,Non-Aspirin oral, label, otc,
http://www.webmd.com/drugs/drug-717-brompheniramine-pseudoephedrine+oral,Be the first to review it,brompheniramine-pseudoephedrine oral, label, otc,
http://www.webmd.com/drugs/drug-760-Dailyhist-1+oral,Be the first to review it,Dailyhist-1 oral, label, otc,
http://www.webmd.com/drugs/drug-153252-Zodryl+DAC+80+oral,Be the first to review it,Zodryl DAC 80 oral, label, otc,
http://www.webmd.com/drugs/drug-764-Diphedryl+oral,Be the first to review it,Diphedryl oral, label, otc,
http://www.webmd.com/drugs/drug-796-pseudoephedrine-dextromethorphan+oral,Be the first to review it,pseudoephedrine-dextromethorphan oral, label, otc,
http://www.webmd.com/drugs/drug-808-chlorpheniramine-pseudoeph-dextromethorph-acetaminophen+oral,Be the first to review it,chlorpheniramine-pseudoeph-dextromethorph-acetaminophen oral, label, otc,
http://www.webmd.com/drugs/drug-961-Night+Time+oral,Be the first to review it,Night Time oral, label, otc,
http://www.webmd.com/drugs/drug-153256-Biobron+SF+oral,Be the first to review it,Biobron SF oral, label, otc,
http://www.webmd.com/drugs/drug-153384-BroveX+PEB+oral,Be the first to review it,BroveX PEB oral, label, otc,
http://www.webmd.com/drugs/drug-153436-Lortuss+EX+oral,Be the first to review it,Lortuss EX oral, label, otc,
http://www.webmd.com/drugs/drug-153503-TL-Hist+DM+oral,Be the first to review it,TL-Hist DM oral, label, otc,
http://www.webmd.com/drugs/drug-153757-Biodesp+DM+oral,Be the first to review it,Biodesp DM oral, label, otc,
http://www.webmd.com/drugs/drug-153820-dexbrompheniramine-phenylephrine+oral,Be the first to review it,dexbrompheniramine-phenylephrine oral, label, otc,
http://www.webmd.com/drugs/drug-153874-Hist-PSE+oral,Be the first to review it,Hist-PSE oral, label, otc,
http://www.webmd.com/drugs/drug-153961-Children%27s+Wal-Zyr+oral,Be the first to review it,Children's Wal-Zyr oral, label, otc,
http://www.webmd.com/drugs/drug-1062-Neo-Synephrine+phenylephrine+nasal,Be the first to review it,Neo-Synephrine (phenylephrine) nasal, label, otc,
http://www.webmd.com/drugs/drug-1339-pseudoephedrine-DM-guaifenesin+oral,Be the first to review it,pseudoephedrine-DM-guaifenesin oral, label, rxotc,
http://www.webmd.com/drugs/drug-1521-Nasal+Decongest-Antihistamine+oral,Be the first to review it,Nasal Decongest-Antihistamine oral, label, otc,
http://www.webmd.com/drugs/drug-1805-DayTime+oral,Be the first to review it,DayTime oral, label, otc,
http://www.webmd.com/drugs/drug-2207-chlorpheniramine-pseudoephedrine-acetaminophen+oral,Be the first to review it,chlorpheniramine-pseudoephedrine-acetaminophen oral, label, otc,
http://www.webmd.com/drugs/drug-2294-dexbrompheniramine-pseudoephedrine+oral,Be the first to review it,dexbrompheniramine-pseudoephedrine oral, label, otc,
http://www.webmd.com/drugs/drug-2587-Kidkare+Cough-Cold+oral,Be the first to review it,Kidkare Cough/Cold oral, label, otc,
http://www.webmd.com/drugs/drug-2810-chlorpheniramine-phenylephrine-DM-acetaminophen-guaifen+oral,Be the first to review it,chlorpheniramine-phenylephrine-DM-acetaminophen-guaifen oral, label, otc,
http://www.webmd.com/drugs/drug-153964-Allergy-Time+oral,Be the first to review it,Allergy-Time oral, label, otc,
http://www.webmd.com/drugs/drug-153971-Ed-Chlortan+oral,Be the first to review it,Ed-Chlortan oral, label, otc,
http://www.webmd.com/drugs/drug-2922-promethazine-phenylephrine+oral,Be the first to review it,promethazine-phenylephrine oral, label, rx,
http://www.webmd.com/drugs/drug-154043-Endacon+oral,Be the first to review it,Endacon oral, label, otc,
http://www.webmd.com/drugs/drug-154094-Children%27s+Allergy+Relief+cetirizine+oral,Be the first to review it,Children's Allergy Relief (cetirizine) oral, label, otc,
http://www.webmd.com/drugs/drug-2932-pseudoephedrine-hydrocodone+oral,Be the first to review it,pseudoephedrine-hydrocodone oral, label, rx,
http://www.webmd.com/drugs/drug-2933-hydrocodone-pseudoephedrine-guaifenesin+oral,Be the first to review it,hydrocodone-pseudoephedrine-guaifenesin oral, label, rx,
http://www.webmd.com/drugs/drug-2935-hydrocodone-chlorpheniramine-pseudoephedrine+oral,Be the first to review it,hydrocodone-chlorpheniramine-pseudoephedrine oral, label, rx,
http://www.webmd.com/drugs/drug-2936-doxylamine-pseudoephed-dextromethorphan-acetaminophen+oral,Be the first to review it,doxylamine-pseudoephed-dextromethorphan-acetaminophen oral, label, otc,
http://www.webmd.com/drugs/drug-154138-Bionatuss+DXP+oral,Be the first to review it,Bionatuss DXP oral, label, otc,
http://www.webmd.com/drugs/drug-154154-Maxiphen+DMX+oral,Be the first to review it,Maxiphen DMX oral, label, otc,
http://www.webmd.com/drugs/drug-154158-SudoGest+Sinus+and+Allergy+oral,Be the first to review it,SudoGest Sinus and Allergy oral, label, otc,
http://www.webmd.com/drugs/drug-2939-pseudoephedrine-DM-acetaminophen+oral,Be the first to review it,pseudoephedrine-DM-acetaminophen oral, label, otc,
http://www.webmd.com/drugs/drug-154163-Rydex+oral,Be the first to review it,Rydex oral, label, otc,
http://www.webmd.com/drugs/drug-154247-Theraflu+Sinus+and+Cold+oral,Be the first to review it,Theraflu Sinus and Cold oral, label, otc,
http://www.webmd.com/drugs/drug-154456-NeoTuss-D+Improved+Formula+oral,Be the first to review it,NeoTuss-D (Improved Formula) oral, label, otc,
http://www.webmd.com/drugs/drug-2941-pseudoephedrine-codeine-GG+oral,Be the first to review it,pseudoephedrine-codeine-GG oral, label, otc,
http://www.webmd.com/drugs/drug-2942-pseudoephedrine-dextromethorphan-guaifen-acetaminophen+oral,Be the first to review it,pseudoephedrine-dextromethorphan-guaifen-acetaminophen oral, label, otc,
http://www.webmd.com/drugs/drug-3121-Theraflu+Flu-Sore+Throat+oral,Be the first to review it,Theraflu Flu-Sore Throat oral, label, otc,
http://www.webmd.com/drugs/drug-3202-Suphedrine+Severe+Cold+Max+Str+oral,Be the first to review it,Suphedrine Severe Cold Max Str oral, label, otc,
http://www.webmd.com/drugs/drug-3600-Dimaphen+DM+oral,Be the first to review it,Dimaphen DM oral, label, otc,
http://www.webmd.com/drugs/drug-3803-Allerhist-1+oral,Be the first to review it,Allerhist-1 oral, label, otc,
http://www.webmd.com/drugs/drug-3847-Nasal+Spray+12+Hour+nasal,Be the first to review it,Nasal Spray 12 Hour nasal, label, otc,
http://www.webmd.com/drugs/drug-3879-Triacting+Expectorant+oral,Be the first to review it,Triacting Expectorant oral, label, otc,
http://www.webmd.com/drugs/drug-4162-Tussin+PE+oral,Be the first to review it,Tussin PE oral, label, otc,
http://www.webmd.com/drugs/drug-4355-chlorpheniramine-pseudoephed-DM+oral,Be the first to review it,chlorpheniramine-pseudoephed-DM oral, label, otc,
http://www.webmd.com/drugs/drug-154471-Children%27s+Mucinex+Multi-Symptom+oral,Be the first to review it,Children's Mucinex Multi-Symptom oral, label, otc,
http://www.webmd.com/drugs/drug-4379-Night+Time+Cold+Medicine+oral,Be the first to review it,Night Time Cold Medicine oral, label, otc,
http://www.webmd.com/drugs/drug-4656-Sinex+Ultra+Fine+Mist+12-Hour+nasal,Be the first to review it,Sinex Ultra Fine Mist 12-Hour nasal, label, otc,
http://www.webmd.com/drugs/drug-4799-Pediatric+Cough+and+Cold+oral,Be the first to review it,Pediatric Cough and Cold oral, label, otc,
http://www.webmd.com/drugs/drug-4809-chlorpheniramine-phenylephrine-acetaminophen+oral,Be the first to review it,chlorpheniramine-phenylephrine-acetaminophen oral, label, otc,
http://www.webmd.com/drugs/drug-4916-Q-Tapp+oral,Be the first to review it,Q-Tapp oral, label, otc,
http://www.webmd.com/drugs/drug-5570-chlorpheniramine-phenylephrine-dextromethorphan+oral,Be the first to review it,chlorpheniramine-phenylephrine-dextromethorphan oral, label, rxotc,
http://www.webmd.com/drugs/drug-6274-Nitetime+Multi-Symptom+oral,Be the first to review it,Nitetime Multi-Symptom oral, label, otc,
http://www.webmd.com/drugs/drug-154502-Children%27s+Dibromm+DM+Cold-Cough+oral,Be the first to review it,Children's Dibromm DM Cold-Cough oral, label, otc,
http://www.webmd.com/drugs/drug-6277-chlorpheniramine-DM+oral,Be the first to review it,chlorpheniramine-DM oral, label, otc,
http://www.webmd.com/drugs/drug-6409-Ritifed+oral,Be the first to review it,Ritifed oral, label, otc,
http://www.webmd.com/drugs/drug-6581-Tussi-Pres+oral,Be the first to review it,Tussi-Pres oral, label, otc,
http://www.webmd.com/drugs/drug-6658-12+Hour+Nasal+Spray+nasal,Be the first to review it,12 Hour Nasal Spray nasal, label, otc,
http://www.webmd.com/drugs/drug-7167-Long+Acting+Nasal+Spray+nasal,Be the first to review it,Long Acting Nasal Spray nasal, label, otc,
http://www.webmd.com/drugs/drug-9358-Nasal+Spray+Long+Acting+nasal,Be the first to review it,Nasal Spray Long Acting nasal, label, otc,
http://www.webmd.com/drugs/drug-9647-Nasal+Relief+nasal,Be the first to review it,Nasal Relief nasal, label, otc,
http://www.webmd.com/drugs/drug-9819-NRS+Nasal+Relief+nasal,Be the first to review it,NRS Nasal Relief nasal, label, otc,
http://www.webmd.com/drugs/drug-9907-Mapap+Cold+Formula+oral,Be the first to review it,Mapap Cold Formula oral, label, otc,
http://www.webmd.com/drugs/drug-154503-Children%27s+Dibromm+Cold+and+Allergy+oral,Be the first to review it,Children's Dibromm Cold and Allergy oral, label, otc,
http://www.webmd.com/drugs/drug-10947-tetrahydrozoline+nasal,Be the first to review it,tetrahydrozoline nasal, label, rx,
http://www.webmd.com/drugs/drug-11292-Nose+Drops+Extra+Strength+nasal,Be the first to review it,Nose Drops Extra Strength nasal, label, otc,
http://www.webmd.com/drugs/drug-11436-Day+Time+Liquid+Cold+oral,Be the first to review it,Day Time Liquid Cold oral, label, otc,
http://www.webmd.com/drugs/drug-14088-Nite+Time+Cold-Flu+Relief+oral,Be the first to review it,Nite Time Cold-Flu Relief oral, label, otc,
http://www.webmd.com/drugs/drug-15052-Non-Aspirin+Sinus+Non-Drowsy+oral,Be the first to review it,Non-Aspirin Sinus Non-Drowsy oral, label, otc,
http://www.webmd.com/drugs/drug-15226-Valu-Tapp+oral,Be the first to review it,Valu-Tapp oral, label, otc,
http://www.webmd.com/drugs/drug-154668-Severe+Allergy-Sinus+Headache+oral,Be the first to review it,Severe Allergy-Sinus Headache oral, label, otc,
http://www.webmd.com/drugs/drug-154689-30PSE-150GFN-15DM+oral,Be the first to review it,30PSE-150GFN-15DM oral, label, otc,
http://www.webmd.com/drugs/drug-15300-Congestac+oral,Be the first to review it,Congestac oral, label, otc,
http://www.webmd.com/drugs/drug-15301-Decongestant+Cough+oral,Be the first to review it,Decongestant Cough oral, label, otc,
http://www.webmd.com/drugs/drug-15477-Robafen+CF+oral,Be the first to review it,Robafen CF oral, label, otc,
http://www.webmd.com/drugs/drug-15868-Brotapp+oral,Be the first to review it,Brotapp oral, label, otc,
http://www.webmd.com/drugs/drug-16667-Pain+Relief+Allergy+Sinus+oral,Be the first to review it,Pain Relief Allergy Sinus oral, label, otc,
http://www.webmd.com/drugs/drug-17103-ChlorHist+oral,Be the first to review it,ChlorHist oral, label, otc,
http://www.webmd.com/drugs/drug-17552-Cold+Multi-Symptom+oral,Be the first to review it,Cold Multi-Symptom oral, label, otc,
http://www.webmd.com/drugs/drug-19005-Q-Tapp+DM+oral,Be the first to review it,Q-Tapp DM oral, label, otc,
http://www.webmd.com/drugs/drug-20267-Nasal+Spray+Moisturizing+nasal,Be the first to review it,Nasal Spray Moisturizing nasal, label, otc,
http://www.webmd.com/drugs/drug-154727-Ed-ChlorPed+oral,Be the first to review it,Ed-ChlorPed oral, label, otc,
http://www.webmd.com/drugs/drug-20456-Non-Aspirin+Flu+oral,Be the first to review it,Non-Aspirin Flu oral, label, otc,
http://www.webmd.com/drugs/drug-154844-chlorpheniramine-phenylephrine-codeine+oral,Be the first to review it,chlorpheniramine-phenylephrine-codeine oral, label, otc,
http://www.webmd.com/drugs/drug-155063-ED+Bron+GP+oral,Be the first to review it,ED Bron GP oral, label, otc,
http://www.webmd.com/drugs/drug-155199-Severe+Cold+PE+oral,Be the first to review it,Severe Cold PE oral, label, otc,
http://www.webmd.com/drugs/drug-155359-doxylamine-pseudoephedrine+oral,Be the first to review it,doxylamine-pseudoephedrine oral, label, otc,
http://www.webmd.com/drugs/drug-155362-doxylamine-pseudoephedrine-DM+oral,Be the first to review it,doxylamine-pseudoephedrine-DM oral, label, otc,
http://www.webmd.com/drugs/drug-155364-Lortuss+LQ+oral,Be the first to review it,Lortuss LQ oral, label, otc,
http://www.webmd.com/drugs/drug-155368-NoHist-LQ+oral,Be the first to review it,NoHist-LQ oral, label, otc,
http://www.webmd.com/drugs/drug-20623-Dimetapp+Cold-Congestion+oral,Be the first to review it,Dimetapp Cold-Congestion oral, label, otc,
http://www.webmd.com/drugs/drug-155375-Tusicof+oral,Be the first to review it,Tusicof oral, label, otc,
http://www.webmd.com/drugs/drug-155386-Allergy+Relief+fexofenadine+oral,Be the first to review it,Allergy Relief (fexofenadine) oral, label, otc,
http://www.webmd.com/drugs/drug-21041-Tusnel+Pediatric+oral,Be the first to review it,Tusnel Pediatric oral, label, rxotc,
http://www.webmd.com/drugs/drug-21424-Dayhist+Allergy+oral,Be the first to review it,Dayhist Allergy oral, label, otc,
http://www.webmd.com/drugs/drug-21483-Triaminic+Chest+and+Nasal+Congestion+oral,Be the first to review it,Triaminic Chest and Nasal Congestion oral, label, otc,
http://www.webmd.com/drugs/drug-21576-Nasal+Spray+Sinus+nasal,Be the first to review it,Nasal Spray Sinus nasal, label, otc,
http://www.webmd.com/drugs/drug-21662-brompheniramine-phenylephrine+oral,Be the first to review it,brompheniramine-phenylephrine oral, label, otc,
http://www.webmd.com/drugs/drug-21701-Tusnel-DM+Pediatric+oral,Be the first to review it,Tusnel-DM Pediatric oral, label, otc,
http://www.webmd.com/drugs/drug-21704-Valu-Dryl+Allergy-Sinus-Head+oral,Be the first to review it,Valu-Dryl Allergy-Sinus-Head oral, label, otc,
http://www.webmd.com/drugs/drug-155467-Rynex+PSE+oral,Be the first to review it,Rynex PSE oral, label, otc,
http://www.webmd.com/drugs/drug-155473-chlorcyclizine-pseudoephedrine+oral,Be the first to review it,chlorcyclizine-pseudoephedrine oral, label, otc,
http://www.webmd.com/drugs/drug-155556-Pres+Gen+Pediatric+oral,Be the first to review it,Pres Gen Pediatric oral, label, otc,
http://www.webmd.com/drugs/drug-21889-Max+Str+Non-Drowsy+Sinus+oral,Be the first to review it,Max Str Non-Drowsy Sinus oral, label, otc,
http://www.webmd.com/drugs/drug-22031-Severe+Cold+oral,Be the first to review it,Severe Cold oral, label, otc,
http://www.webmd.com/drugs/drug-22199-Conex+oral,Be the first to review it,Conex oral, label, otc,
http://www.webmd.com/drugs/drug-22290-Pedia+Relief+Infant+oral,Be the first to review it,Pedia Relief Infant oral, label, otc,
http://www.webmd.com/drugs/drug-155558-Pres+Gen+oral,Be the first to review it,Pres Gen oral, label, otc,
http://www.webmd.com/drugs/drug-155583-Wal-Phed+PE+Nighttime+Cold+oral,Be the first to review it,Wal-Phed PE Nighttime Cold oral, label, otc,
http://www.webmd.com/drugs/drug-22299-DAY-TIME+oral,Be the first to review it,DAY-TIME oral, label, otc,
http://www.webmd.com/drugs/drug-32665-brompheniramine-phenylephrine-DM+oral,Be the first to review it,brompheniramine-phenylephrine-DM oral, label, otc,
http://www.webmd.com/drugs/drug-32938-diphenhydramine-phenylephrine-acetaminophen-guiafenesin+oral,Be the first to review it,diphenhydramine-phenylephrine-acetaminophen-guiafenesin oral, label, otc,
http://www.webmd.com/drugs/drug-54225-Nose+Spray+nasal,Be the first to review it,Nose Spray nasal, label, otc,
http://www.webmd.com/drugs/drug-54229-Sinus+Nasal+Spray+nasal,Be the first to review it,Sinus Nasal Spray nasal, label, otc,
http://www.webmd.com/drugs/drug-54243-Nose+Drops+nasal,Be the first to review it,Nose Drops nasal, label, otc,
http://www.webmd.com/drugs/drug-54253-Fast+Acting+Nasal+nasal,Be the first to review it,Fast Acting Nasal nasal, label, otc,
http://www.webmd.com/drugs/drug-54273-Little+Noses+nasal,Be the first to review it,Little Noses nasal, label, otc,
http://www.webmd.com/drugs/drug-155717-diphenhydramine-PE-DM+oral,Be the first to review it,diphenhydramine-PE-DM oral, label, otc,
http://www.webmd.com/drugs/drug-54352-Cough+Syrup+oral,Be the first to review it,Cough Syrup oral, label, otc,
http://www.webmd.com/drugs/drug-54451-Wal-Tap+oral,Be the first to review it,Wal-Tap oral, label, otc,
http://www.webmd.com/drugs/drug-155827-aspirin-diphenhydramine+citrate+oral,Be the first to review it,aspirin-diphenhydramine citrate oral, label, otc,
http://www.webmd.com/drugs/drug-155926-Children%27s+Cough+and+Runny+Nose+oral,Be the first to review it,Children's Cough and Runny Nose oral, label, otc,
http://www.webmd.com/drugs/drug-155979-Bio-B+Kids+oral,Be the first to review it,Bio-B Kids oral, label, otc,
http://www.webmd.com/drugs/drug-156019-Ed+Chlorped+D+oral,Be the first to review it,Ed Chlorped D oral, label, otc,
http://www.webmd.com/drugs/drug-156059-Acetadryl+oral,Be the first to review it,Acetadryl oral, label, otc,
http://www.webmd.com/drugs/drug-156225-Children%27s+Allergy+cetirizine+oral,Be the first to review it,Children's Allergy (cetirizine) oral, label, otc,
http://www.webmd.com/drugs/drug-156352-SafeTussin+PM+oral,Be the first to review it,SafeTussin PM oral, label, otc,
http://www.webmd.com/drugs/drug-156479-Allergy+Plus+Severe+Sinus+HA+oral,Be the first to review it,Allergy Plus Severe Sinus HA oral, label, otc,
http://www.webmd.com/drugs/drug-54459-Nasal+Decongestant-Antihist+oral,Be the first to review it,Nasal Decongestant-Antihist oral, label, otc,
http://www.webmd.com/drugs/drug-156745-Entex+T+oral,Be the first to review it,Entex T oral, label, otc,
http://www.webmd.com/drugs/drug-157163-Wal-Dryl+Severe+Allergy-Sinus+oral,Be the first to review it,Wal-Dryl Severe Allergy-Sinus oral, label, otc,
http://www.webmd.com/drugs/drug-157328-Wal-Fex+D+12+Hour+oral,Be the first to review it,Wal-Fex D 12 Hour oral, label, otc,
http://www.webmd.com/drugs/drug-157464-DM-guaifenesn-chlorpheniram-DM-acetaminophen+oral,Be the first to review it,DM-guaifenesn/chlorpheniram-DM-acetaminophen oral, label, otc,
